YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST_FLAG,PREVIOUS_FLAG,BENEFICIAL_OWNER,BO_COUNTRY,COMMERCIAL_OPERATOR,REGISTERED_OWNER,RO_COUNTRY,PLACE,COUNTRY
2015,7717224,Chrissoula S.,General Cargo With Container Capacity,1279,1023.2,1978,Greece ,,Artemon NE,Greece,Artemon NE,Artemon NE,Greece,Aliaga,Turkey
2015,8421341,Voyager,Bulk Carrier,19864,15891.2,1985,Malta ,,Aroania Maritime SA,Greece,Aroania Maritime SA,Albatross Navigation Company Limited  ,Malta,Chittagong,Bangladesh
2015,8806814,China Star,Fully Cellular Containership,37209,29767.2,1990,Liberia ,,Ares Navigation Incorporated  ,Liberia,Ares Navigation Incorporated  ,Ares Navigation Incorporated  ,Liberia,Alang,India
2015,8306826,Umang,Bulk Carrier With Container Capacity,25063,20050.4,1984,Liberia ,,ArcelorMittal Shipping Limited,United Kingdom,ArcelorMittal Shipping Limited,Umang Shipping Services Limited  ,United Kingdom,Gadani,Pakistan
2015,9104122,Konstantinos A.,Bulk Carrier,38131,30504.8,1995,Greece ,,Arcadia Shipmanagement Company Limited,Greece,Aegean Bulk Company Incorporated  ,Sea Island Shipping Corporation,Liberia,Gadani,Pakistan
2015,8319689,Arca Emerald,Vehicle Carrier,37996,30396.8,1984,Panama,,Arca Mega Maritime Sendirian Berhad ,Malaysia,Arca Mega Maritime Sendirian Berhad ,Arca Mega Maritime Sendirian Berhad ,Malaysia,Chittagong,Bangladesh
2015,8212087,Princess Maria,Bulk Carrier,17313,13850.4,1986,Panama,,Arados Shipping Company S.r.l. ,Romania,Arados Shipping Company S.r.l. ,Maria Maritime Services Incorporated ,Panama,Gadani,Pakistan
2015,8614467,Silva,Tanker,44322,35457.6,1988,Tanzania,,AR Shipping (HK) Limited ,Hong Kong,AR Shipping (HK) Limited ,AR Shipping (HK) Limited ,Hong Kong,Alang,India
2015,7404396,Antares,Fishing,2160,1728,1985,Cambodia,,AO Nakhodka Active Marine Fishery Base ,Russia,AO Nakhodka Active Marine Fishery Base ,AO Nakhodka Active Marine Fishery Base ,Russia,Alang,India
2015,7826491,Dominator,General Cargo With Container Capacity,9641,7712.8,1981,Togo ,,Ancora Maritime Incorporated,Greece,Ancora Maritime Incorporated,Atlantic RTI AS,Norway,Aliaga,Turkey
2015,8320779,Liberty,Vehicle Carrier,51858,41486.4,1985,Marshall Islands ,,American Roll-On Roll-Off Carrier LLC  ,United States of America,American Roll-On Roll-Off Carrier LLC  ,Fidelio Limited Partnership Incorporated,United States of America,Jiangyin,China
2015,9127813,Zenit,Fully Cellular Containership,21199,16959.2,1998,Marshall Islands,,Alpha Ship GmbH & Company KG ,Germany,Alpha Shipmanagement GmbH & Company KG ,Alpha Ship GmbH & Company KG ms Zenit ,Germany,Chittagong,Bangladesh
2015,5241142,Mont,Bulk Carrier,17647,14117.6,1962,St. Kitts-Nevis ,,Algoma Central Corporation,Canada,Algoma Central Corporation,Algoma Central Corporation,Canada,Aliaga,Turkey
2015,8105492,Nelvana,Bulk Carrier,44340,35472,1983,Bermuda ,,Algoma Central Corporation,Canada,Algoma Central Corporation,Marbulk Canada Incorporated,United States of America,Aliaga,Turkey
2015,9107590,HSS Discovery,Passenger Ro/Ro,19638,15710.4,1997,Venezuela ,,Albamar C.A. ,Venezuela,Albamar C.A. ,Albamar C.A. ,Venezuela,Aliaga,Turkey
2015,8308898,Bashundhara 3,Bulk Carrier,22531,18024.8,1985,Bangladesh ,,Bashundhara Group ,Bangladesh,Bashundhara Logistics Limited ,East West Property Development (Private) Limited ,Bangladesh,Chittagong,Bangladesh
2015,8129814,Seagas General,Liquid Petroleum Gas Carrier,4605,3684,1982,Cyprus ,,Bernhard Schulte Group of Companies,Germany,Bernhard Schulte Shipmanagement (Cyprus) Company Limited  ,KJP Seagas General Limited,Cyprus,Alang,India
2015,9115705,Berge Prosperity,Bulk Carrier,108083,86466.4,1996,Isle of Man ,,Berge Bulk Limited,Bermuda,Berge Bulk (Norway) AS  ,SG Prosperity Company S.A.  ,Bahamas,Gadani,Pakistan
2015,8314483,Berge Vik,Bulk Ore Carrier,159534,127627.2,1987,Panama ,,Berge Bulk Limited,Bermuda,Berge Bulk (Norway) AS ,Berge Vik Company S.A.,Panama,Gadani,Pakistan
2015,9122095,2car,Bulk Carrier,85706,68564.8,1996,St. Kitts-Nevis ,,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,Germany,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,Gamma Bulk Incorporated,Liberia,Gadani,Pakistan
2015,8409630,East Med Gas,Gas Carrier,6867,5493.6,1985,Panama,,Benelux Overseas Incorporated ,Greece,Benelux Overseas Incorporated ,Selva Marine S.A. ,Liberia,Alang,India
2015,8704949,Fei Yu,Ferry,425,340,1988,China ,,Beibu Gulf Tourism Company Limited,China,Beibu Gulf Tourism Company Limited,Beibu Gulf Tourism Company Limited,China,Unknown,China
2015,7925895,Natzutec,Bulk Carrier,17679,14143.2,1981,Hong Kong ,,Adani Shipping (China) Company Limited,China,Adani Shipping (China) Company Limited,Natzutec Maritime Limited,Hong Kong,Chittagong,Bangladesh
2015,8616582,Zeynep Dundar,General Cargo With Container Capacity,1829,1463.2,1987,Panama,,Act Denizcilik Tasimaciligi Sanayi ve Ticaret Limited Sirketi ,Turkey,Act Denizcilik Tasimaciligi Sanayi ve Ticaret Limited Sirketi ,Mediterranean Logistics Corporation ,Turkey,Aliaga,Turkey
2015,8400268,ACS 8,Product Tanker,2970,2376,1985,Thailand ,,ACS Marine Company Limited,Thailand,ACS Marine Company Limited,ACS Marine Company Limited,Thailand,Chittagong,Bangladesh
2015,8506579,Kema,Roll On Roll Off,6318,5054.4,1985,Cambodia ,,Acrex Corporation,Russia,Acrex Corporation,Inderton Limited S.A.,Panama,Chittagong,Bangladesh
2015,7533393,Elduga,Vehicle Carrier,5927,4741.6,1977,Cambodia ,,Acrex Corporation,Russia,Acrex Corporation,Inderton Limited S.A.  ,Panama,Chittagong,Bangladesh
2015,8202044,Tamim,Bulk Carrier,15185,12148,1982,Sudan ,,Abu Qurrah Oil Well Maintenance Establishment,United Arab Emirates,Abu Qurrah Oil Well Maintenance Establishment,Abu Qurrah Oil Well Maintenance Establishment,United Arab Emirates,Gadani,Pakistan
2015,8409381,Maersk Mariner,Fire Fighting Tug/Supply,3949,3159.2,1986,Isle of Man ,,A.P. Moller-Maersk Group ,Denmark,Maersk Supply Service A/S  ,Maersk Supply Service UK Limited,United Kingdom,Aliaga,Turkey
2015,8212714,LTC John U.D.Page,Fully Cellular Containership,57075,45660,1985,United States of America,,A.P. Moller-Maersk Group,Denmark,Maersk Line Limited  ,Maersk Line Limited,United States of America,Aliaga,Turkey
2015,9100102,Melchior,Bulk Carrier,38891,31112.8,1995,Marshall Islands ,,A.M. Nomikos Transworld Maritime Agencies S.A.,Greece,A.M. Nomikos Transworld Maritime Agencies S.A.,Melchior Navigation Incorporated  ,Marshall Islands,Chittagong,Bangladesh
2015,9073737,Dawn Meerut,Product Tanker,20378,16302.4,1995,India ,,Arya Group ,India,Arya Group ,MP Recycling Company Private Limited,India,Gadani,Pakistan
2015,9218167,Tian Bai Feng,Bulk Carrier,39042,31233.6,2000,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO) ,China,China Ocean Shipping (Group) Company (COSCO) ,Jin Yan Navigation Incorporated ,Panama,Jiangyin,China
2015,8601343,Fu Wen Shan,General Cargo With Container Capacity,13823,11058.4,1987,China ,,China Ocean Shipping (Group) Company (COSCO) ,China,COSCO Shipping Company Limited (COSCOL) ,COSCO Shipping Company Limited (COSCOL) ,China,Ningde ,China
2015,8021828,Feng,Bulk Carrier,38563,30850.4,1983,Comoros ,,China Ocean Shipping (Group) Company (COSCO) ,China,China Ocean Shipping (Group) Company (COSCO) ,Dalian Huachang Shipping Company Limited ,China,Chittagong,Bangladesh
2015,9035797,Fuyuan,Bulk Carrier,77096,61676.8,1992,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO),China,COSCO Shanghai Ship Management Company Limited (COSHIPMAN)  ,Allied Way Shipping Limited  ,Hong Kong,Chittagong,Bangladesh
2015,7817086,Huahai,Tug/Supply,1311,1048.8,1979,Liberia ,,China Ocean Engineering Services Shanghai Company (Shanghai Salvage Company)  ,China,Shenzhen Huawei Offshore Shipping Transport Company Limited  ,Huahai Shipping (Liberia) Incorporated  ,Liberia,Xinhui,China
2015,8108779,Nan Hai 213,Anchor Handling Tug/Supply,1582,1265.6,1981,China ,,China National Offshore Oil Corporation (CNOOC) ,China,China Oilfield Services Limited (COSL) ,China Oilfield Services Limited (COSL) ,China,Unknown,China
2015,7008855,Nanhai Kai Tuo,Floating Production Tanker,93370,74696,1970,Liberia,,China National Offshore Oil Corporation (CNOOC) ,China,China National Offshore Oil Corporation (CNOOC) ,CNOOC FPSO Holding Limited ,Liberia,Chittagong,Bangladesh
2015,9061112,Resolve,Fully Cellular Containership,53103,42482.4,1995,St. Kitts-Nevis,,Chiba Shipping Company Limited ,Japan,Chiba Shipping Company Limited ,Kashima Naviera S.A. ,Panama,Chittagong,Bangladesh
2015,8317150,Sea Adelaide,Bulk Carrier,15715,12572,1984,Palau ,,CHI Ocean International Shipping Company Limited,Hong Kong,CHI Ocean International Shipping Company Limited,Sea Adelaide Shipping Company Limited,Hong Kong,Alang,India
2015,9051612,Sirius Voyager,Crude Oil Tanker,88886,71108.8,1994,Bahamas ,,Chevron Corporation,United States of America,Chevron Transport Corporation Limited  ,Chevron Transport Corporation Limited  ,United States of America,Zhoushan,China
2015,7002461,Winterfell,General Cargo With Container Capacity,1217,973.6,1969,Togo ,,Charlesfort Oceanways S.A.,Ukraine,Charlesfort Oceanways S.A.,Charlesfort Oceanways S.A.,Ukraine,Aliaga,Turkey
2015,9108623,C. Summit,Bulk Carrier,77274,61819.2,1995,South Korea,,Chang Myung Shipping Company Limited ,South Korea,Chang Myung Shipping Company Limited ,Chang Myung Shipping Company Limited ,South Korea,Chittagong,Bangladesh
2015,9046344,Dunfeng Manila,Bulk Carrier,80044,64035.2,1994,Panama,,Chang An Ship Holdings Corporation ,China,Chang An Ship Management Limited ,Lingjiang International Shipping Limited ,Hong Kong,Gadani,Pakistan
2015,8902450,Arctic Ocean,Bulk Carrier,24606,19684.8,1990,Panama,,Ceren Denizcilik Sanayi Limited Sirketi ,Turkey,Ceren Denizcilik Sanayi Limited Sirketi ,Arctic Ocean Shipping S.A. ,Marshall Islands,Alang,India
2015,7904891,Celebration,Passenger Ro/Ro,35855,28684,1981,St. Kitts-Nevis,,Celebration World Cruises Incorporated ,United States of America,Celebration World Cruises Incorporated ,Celebration Cruise Holding Incorporated ,Bahamas,Alang,India
2015,7909308,Ocean Ruby,Tug/Supply,721,576.8,1980,India ,,Can Offshore Private Limited,India,Can Offshore Private Limited,Can Offshore Private Limited,India,Mumbai,India
2015,9102215,C H S Bright,Bulk Carrier,77255,61804,1995,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO (HK) Shipping Company Limited  ,South Lotus Shipping Limited S.A.,Hong Kong,Xinhui,China
2015,9063251,Fu An Cheng,General Cargo With Container Capacity,16801,13440.8,1994,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,China,Jiangyin,China
2015,9056923,Fen Jin Hai,Bulk Carrier,38603,30882.4,1995,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China
2015,9055979,Deng Zhou Hai,Bulk Carrier,38712,30969.6,1995,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,Tianjin Tianhui Shipping Enterprises Company Limited  ,China,Jiangyin,China
2015,9043641,Shan He,Fully Cellular Containership,49375,39500,1994,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,COSCO Container Lines Limited (COSCON)  ,China,Jiangyin,China
2015,9015008,Tai An Cheng,General Cargo With Container Capacity,16703,13362.4,1992,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,China,Xinhui,China
2015,8919609,Li Shan Hai,Bulk Carrier,35842,28673.6,1992,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Zhoushan,China
2015,8919568,Tai Shun Hai,Bulk Carrier,27598,22078.4,1991,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China
2015,8916736,Huan Le Hai,Bulk Carrier,36080,28864,1990,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited,COSCO Bulk Carrier Company Limited,China,Dalian,China
2015,8512877,Peng Nian,Bulk Carrier,36987,29589.6,1987,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China
2015,8510037,Yi Jia,Bulk Carrier,35247,28197.6,1986,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Xinhui,China
2015,8408533,Peng Cai,Bulk Carrier,26951,21560.8,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China
2015,8400505,Fu Yu Shan,General Cargo With Container Capacity,13482,10785.6,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Shipping Company Limited (COSCOL)  ,COSCO Shipping Company Limited (COSCOL)  ,China,Zhoushan,China
2015,8319500,Peng Jie,Bulk Carrier,24950,19960,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China
2015,8316510,Shou Ning Hai,Bulk Carrier,27766,22212.8,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Shiqiao,China
2015,9203485,Tian Zhu Feng,Bulk Carrier,38767,31013.6,2000,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO) ,China,China Ocean Shipping (Group) Company (COSCO) ,Jin Que Nav. Incorporated ,Panama,Zhangjiagang,China
2015,9043005,Xiu He,Fully Cellular Containership,22746,18196.8,1993,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,COSCO Container Lines Limited (COSCON)  ,China,Unknown,China
2015,8919532,Yong An Cheng,General Cargo With Container Capacity,16703,13362.4,1992,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,China,Ningde ,China
2015,8912596,Peng Xin,Bulk Carrier,23307,18645.6,1990,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China
2015,8601379,Fu Xin Shan,General Cargo With Container Capacity,13823,11058.4,1990,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Shipping Company Limited (COSCOL)  ,COSCO Shipping Company Limited (COSCOL)  ,China,Unknown,China
2015,9160279,Nan Chang Hai,Bulk Carrier,16677,13341.6,1998,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Zhoushan,China
2015,9160255,Huang Shan Hai,Bulk Carrier,39361,31488.8,1998,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China
2015,9160243,Song Shan Hai,Bulk Carrier,39361,31488.8,1997,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China
2015,9158381,Dong Chang Hai,Bulk Carrier,18074,14459.2,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,Dongchanghai Shipping Incorporated  ,Panama,Jiangyin,China
2015,9146704,Yang Jiang He,General Cargo With Container Capacity,12122,9697.6,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Yangjianghe Maritime Incorporated  ,Panama,Jiangyin,China
2015,9146699,Chao Shan He,General Cargo With Container Capacity,12122,9697.6,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Chaoshanhe Maritime Incorporated,Panama,Zhangjiagang ,China
2015,9146687,Zhao Qing He,Fully Cellular Containership,12122,9697.6,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Zhaoqinghe Maritime Incorporated,Panama,Jiangyin,China
2015,9141182,Xin Hui He,Bulk Carrier With Container Capacity,12122,9697.6,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Xinhuihe Maritime Incorporated  ,Panama,Jiangyin,China
2015,9137600,Tian Sheng Hai,Bulk Carrier,85676,68540.8,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Qingdao Ocean Shipping Company Limited (COSCO Qingdao)  ,Tianshenghai Maritime Incorporated  ,Panama,Jiangyin,China
2015,9122643,Hutuohe,Fully Cellular Containership,9471,7576.8,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Hutuohe Shipping Incorporated,Panama,Jiangyin,China
2015,9122631,Yongdinghe,Fully Cellular Containership,9471,7576.8,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shanghai Ocean Shipping Company Limited (COSCO Shanghai)  ,Yongdinghe Shipping Incorporated,Panama,Zhangjiagang ,China
2015,9122617,Da Qing He,Fully Cellular Containership,9475,7580,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Daqinghe Shipping Incorporated  ,Panama,Zhangjiagang ,China
2015,8407682,Zhen Fen 10,Bulk Carrier,12827,10261.6,1985,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Shanghai,China
2015,8307636,Hai Neng,Bulk Carrier With Container Capacity,19510,15608,1985,China ,,China Shipping (Group) Company  ,China,Shanghai Time Shipping Company Limited  ,Shanghai Time Shipping Company Limited  ,China,Taizhou ,China
2015,8307375,Yin Hua,Bulk Carrier,24942,19953.6,1985,China ,,China Shipping (Group) Company  ,China,Shanghai Time Shipping Company Limited  ,Shanghai Time Shipping Company Limited  ,China,Ningde ,China
2015,8110289,Bai Hua Shan,Bulk Carrier,34572,27657.6,1984,China ,,China Shipping (Group) Company  ,China,China Shipping Haisheng Company Limited  ,China Shipping Haisheng Company Limited  ,China,Xinhui,China
2015,9108908,Lin Yuan,Fully Cellular Containership,7065,5652,1996,China ,,China Shipping (Group) Company ,China,China Shipping Container Lines Company Limited ,China Shipping Container Lines Company Limited ,China,Zhangjiagang,China
2015,8508187,Da Bie Shan,Bulk Carrier,26835,21468,1990,China ,,China Shipping (Group) Company,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited  ,China,Zhoushan,China
2015,8916334,Qinfa 8,Bulk Carrier,40025,32020,1991,China ,,China Qinfa Group Limited ,China,Hong Kong Qinfa Shipping Limited ,Zhuhai Qinfa Shipping Company Limited ,China,Unknown,China
2015,9214654,Ji Li Hu,Product Tanker,38381,30704.8,2000,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Dalian Ocean Shipping Company (COSCO Dalian)  ,Dalian Ocean Shipping Company (COSCO Dalian)  ,China,Unknown,China
2015,9158393,Yi Chang Hai,Bulk Carrier,18074,14459.2,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO (Cayman) Fortune Holding Company Limited  ,Yichanghai Shipping Incorporated  ,Hong Kong,Jiangyin,China
2015,8919556,Tai Hua Hai,Bulk Carrier,27598,22078.4,1991,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Unknown,China
2015,8818740,Gao He,Fully Cellular Containership,37143,29714.4,1990,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shanghai Panasia Shipping Company Limited  ,Shanghai Panasia Shipping Company Limited  ,China,Zhoushan,China
2015,9158800,Tian Fu Hai,Bulk Carrier,79480,63584,1998,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Xinhui,China
2015,9110274,Qin Hai,Bulk Carrier,26063,20850.4,1995,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,Qinhai Shipping Incorporated  ,Hong Kong,Jiangyin,China
2015,9109914,Ming Hai,Bulk Carrier,26063,20850.4,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO (Cayman) Fortune Holding Company Limited  ,Minghai Shipping Incorporated  ,Panama,Jiangyin,China
2015,9056911,De Zhou Hai,Bulk Carrier,38712,30969.6,1995,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,Tianjin Tianhui Shipping Enterprises Company Limited  ,China,Zhangjiagang,China
2015,9043017,Ya He,Fully Cellular Containership,22746,18196.8,1993,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,COSCO Container Lines Limited (COSCON)  ,China,Jiangyin,China
2015,9110509,Fei Feng Shan,Bulk Carrier,27235,21788,1997,China ,,China Shipping (Group) Company  ,China,China Shipping Bulk Carrier Company Limited  ,China Shipping Bulk Carrier Company Limited  ,China,Zhangjiagang,China
2015,9109706,Xin Yong An 1,Bulk Carrier,26737,21389.6,1995,China ,,China Shipping (Group) Company  ,China,China Shipping (Hong Kong) Marine Company Limited  ,Purple Gold Mountain Shipping S.A.  ,Panama,,China
2015,8831352,Da Ming Shan,Bulk Carrier,26835,21468,1989,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Xinhui,China
2015,8601252,Dong Ping Shan,Bulk Carrier,26835,21468,1990,China ,,China Shipping (Group) Company  ,China,Guangzhou Maritime Transport (Group) Company  ,Guangzhou Maritime Transport (Group) Company  ,China,Jiangyin,China
2015,8508175,Hua Rong Shan,Bulk Carrier,26835,21468,1989,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China
2015,8301929,An Ping 6,Bulk Carrier,24389,19511.2,1987,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited  ,China,Zhoushan,China
2015,8301917,An Ping 5,Bulk Carrier,24389,19511.2,1986,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China
2015,9110494,Peach Mountain,Bulk Carrier,27235,21788,1996,Hong Kong ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,Li Chuan Shipping S.A.,Hong Kong,Jiangyin,China
2015,9021526,Ning An 6,Bulk Carrier,26448,21158.4,1993,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhangjiagang ,China
2015,9021514,Ning An 5,Bulk Carrier,26448,21158.4,1994,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhangjiagang ,China
2015,8889244,Ning An 10,Bulk Carrier,26392,21113.6,1996,China ,,China Shipping (Group) Company  ,China,Guangzhou Maritime Transport (Group) Company  ,Guangzhou Maritime Transport (Group) Company  ,China,Jiangyin,China
2015,8879342,Ning An 2,Bulk Carrier,26392,21113.6,1993,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhoushan,China
2015,8601317,Mo Xing Ling,Bulk Carrier,12863,10290.4,1986,China ,,China Shipping (Group) Company  ,China,China Shipping International Intermodal Company Limited  ,China Shipping International Intermodal Company Limited  ,China,Wenzhou ,China
2015,8601197,Wan Shou Shan,Bulk Carrier,26835,21468,1989,China ,,China Shipping (Group) Company  ,China,China Shipping Bulk Carrier Company Limited  ,China Shipping Bulk Carrier Company Limited  ,China,Jiangyin,China
2015,8500161,Bei Ji Xing,Bulk Carrier,20550,16440,1986,China ,,China Shipping (Group) Company  ,China,Shanghai Time Shipping Company Limited  ,Shanghai Time Shipping Company Limited  ,China,Jiangyin,China
2015,8500159,Guang Hua,Bulk Carrier,36584,29267.2,1985,China ,,China Shipping (Group) Company  ,China,China Shipping (Group) Company  ,Zhuhai New Century Shipping Company Limited  ,China,Jiangyin,China
2015,9040508,Prosper,Bulk Carrier,90820,72656,1993,Comoros ,,Chinese breakers,China,Chinese breakers,Chinese breakers,China,Chittagong,Bangladesh
2015,9085962,Jian She 52,Product Tanker,7894,6315.2,1995,China ,,China Shipping (Group) Company  ,China,China Shipping Tanker Company Limited ,China Shipping Tanker Company Limited ,China,Ningde ,China
2015,8905933,Xin Bei Hai,Fully Cellular Containership,36584,29267.2,1990,China ,,China Shipping (Group) Company  ,China,China Shipping Container Lines Company Limited ,China Shipping Container Lines Company Limited ,China,Jiangyin,China
2015,9008615,Xin Hu Zhou,Fully Cellular Containership,34231,27384.8,1992,China ,,China Shipping (Group) Company  ,China,China Shipping Container Lines Company Limited ,China Shipping Container Lines Company Limited ,China,Jiangyin,China
2015,9141493,Ning An 12,Bulk Carrier,26392,21113.6,1995,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China
2015,9118202,Zhen Fen 20,Bulk Carrier,18996,15196.8,1995,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited ,China,Jiangmen,China
2015,9108910,Wu Ling Shan,Bulk Carrier,27117,21693.6,1996,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,Li Chuan Shipping S.A.,Hong Kong,Xinhui,China
2015,9072422,Ning An 16,Bulk Carrier,26520,21216,1994,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China
2015,9044994,Ning An 8,Bulk Carrier,26448,21158.4,1994,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited  ,China,Jiangyin,China
2015,9019810,Ning An 4,Bulk Carrier,26448,21158.4,1993,China ,,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhoushan,China
