YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST_FLAG,PREVIOUS_FLAG,BENEFICIAL_OWNER,BO_COUNTRY,COMMERCIAL_OPERATOR,REGISTERED_OWNER,RO_COUNTRY,PLACE,COUNTRY
2016,9074482,Pacific Pioneer,Bulk Carrier,36708,29366,1994,Panama,,ATL Shipping Limited ,China,ATL Shipping Limited ,Goldmax Development Limited ,British Virgin Islands,Chittagong,Bangladesh
2016,9203124,Tianshunhai,Bulk Carrier,87625,70100,2000,Panama,,China COSCO Shipping Corporation Limited ,China,Qingdao Ocean Shipping Company Limited (COSCO Qingdao) ,Sea Lansa S.A. ,Panama,Zhoushan,China
2016,9203112,Tianronghai,Bulk Carrier,87625,70100,2000,Panama,,China COSCO Shipping Corporation Limited ,China,Qingdao Ocean Shipping Company Limited (COSCO Qingdao) ,Sea Lansa S.A. ,Panama,Jiangyin,China
2016,9154581,Tu Qiang,Bulk Carrier,26078,20862,1998,Panama,,China COSCO Shipping Corporation Limited ,China,COSCO (HK) Shipping Company Limited ,Strongfull Shipping Incorporated ,Panama,Xinhui,China
2016,9123623,Jian Qiang,Bulk Carrier,26790,21432,1996,Panama,,China COSCO Shipping Corporation Limited ,China,COSCO (HK) Shipping Company Limited ,Jetway Shipping Corporation S.A. ,Hong Kong,Jiangyin,China
2016,9154103,Fu Hua,Bulk Carrier,37937,30350,1997,Panama,,China COSCO Shipping Corporation Limited ,China,COSCO (HK) Shipping Company Limited ,Arsun Shipping Incorporated ,Panama,Zhangjiagang,China
2016,9247869,COSCO Ran,Fully Cellular Containership,8917,7134,2001,Panama,,China COSCO Shipping Corporation Limited ,China,Shanghai Ocean Shipping Company Limited (COSCO Shanghai) ,COSCO Ran Shipping Limited ,Panama,Zhangjiagang,China
2016,9247857,COSCO Sakura,Fully Cellular Containership,8917,7134,2001,Panama,,China COSCO Shipping Corporation Limited ,China,Shanghai Ocean Shipping Company Limited (COSCO Shanghai) ,COSCO Sakura Shipping Limited ,Panama,Xinhui,China
2016,9130626,U Happy,Wood-Chip Carrier,36712,29370,1996,Panama,,China COSCO Shipping Corporation Limited  ,China,COSCO Shanghai Ship Management Company Limited (COSHIPMAN)  ,UHappy Shipping Private Limited  ,Panama,Chittagong,Bangladesh
2016,9075656,ZOSCO Zhoushan,Bulk Carrier,75871,60697,1994,Panama,,China Ocean Shipping (Group) Company (COSCO) ,China,Zhejiang Ocean Shipping Company Limited (ZOSCO) ,Zosco Zhoushan Shipping Corporation ,Hong Kong,Chittagong,Bangladesh
2016,9110286,Hanhai,Bulk Carrier,26063,20850,1996,Panama,,China Ocean Shipping (Group) Company (COSCO) ,China,COSCO Bulk Carrier Company Limited ,Pinghai Shipping Incorporated ,Panama,Xinhui,China
2016,9159464,Lihai,Bulk Carrier,26829,21463,1998,Panama,,China Ocean Shipping (Group) Company (COSCO) ,China,COSCO Bulk Carrier Company Limited ,Lihai Maritime Incorporated ,Panama,Jiangyin,China
2016,9109926,Yue Hai,Bulk Carrier,26063,20850,1996,Panama,,China Ocean Shipping (Group) Company (COSCO) ,China,COSCO (Cayman) Fortune Holding Company Limited ,Yuehai Shipping Incorporated ,Panama,Jiangyin,China
2016,7632412,Clio,Bulk Carrier,15189,12151,1977,Comoros,,Fujian Huarong Marine Shipping Company Limited ,China,Fujian Huarong Marine Shipping Company Limited ,Asia Star Shipping Limited ,Hong Kong,Alang,India
2016,8712477,King,Bulk Carrier,36131,28905,1989,Comoros,,Shandong Shipping Corporation (Shandong Shipping Company Limited) ,China,Shandong Province Marine Shipping Company ,Sheng Da Shipping S.A. ,China,Gadani,Pakistan
2016,8821929,Szymanowski ,General Cargo With Container Capacity,18184,14547,1991,Cyprus ,,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK)  ,China,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK)  ,Szymanowski Shipping Company Limited  ,Cyprus,Alang,India
2016,9046904,Evertop,Bulk Carrier,36560,29248,1993,Panama,,Fujian Hengfeng Shipping Company ,China,Fujian Hengfeng Shipping Company ,Charm Faith Shipping Limited ,Hong Kong,Alang,India
2016,9086057,Zheng Bang,Bulk Carrier,39385,31508,1996,Panama,,Fujian Ocean Shipping Company Limited (FOSCO) ,China,Fujian Ocean Shipping Company Limited (FOSCO) ,Zheng Bang Shipping Group Limited ,Hong Kong,Chittagong,Bangladesh
2016,9118666,Zheng Tai,Bulk Carrier,38852,31082,1996,Panama,,Fujian Ocean Shipping Company Limited (FOSCO)  ,China,Fujian Ocean Shipping Company Limited (FOSCO)  ,Zheng Tong Shipping Group Limited  ,Hong Kong,Chittagong,Bangladesh
2016,8400232,Seward,Bulk Carrier,16605,13284,1985,Panama,,Greatsources Shipping Consultants Limited ,China,Greatsources Shipping Consultants Limited ,Seward Shipping Company Limited ,Panama,Alang,India
2016,9077111,Sino 6,Combined Bulk And Oil Carrier,45593,36474,1994,Panama,,Guangzhou Kuifenghang Shipping Company Limited ,China,Guangzhou Kuifenghang Shipping Company Limited ,Hongkong De Feng Shipping Limited ,Hong Kong,Gadani,Pakistan
2016,8812722,Sino 3,Bulk Carrier,17061,13649,1989,Panama,,Guangzhou Kuifenghang Shipping Company Limited  ,China,Guangzhou Kuifenghang Shipping Company Limited  ,Hong Kong Sino 3 Shipping Limited  ,Hong Kong,Chittagong,Bangladesh
2016,8507755,Rui Fu,Bulk Carrier,14868,11894,1985,Panama,,Guangzhou Seaway International Ship Management Company ,China,Guangzhou Seaway International Ship Management Company ,Robust Yields Limited  ,Panama,Chittagong,Bangladesh
2016,8309024,Amovita,Bulk Carrier,22145,17716,1986,Panama,,Harmony Growing Ship Management Company Limited ,China,Harmony Growing Ship Management Company Limited ,Amovita Shipping Limited,China,Alang,India
2016,8307533,Ocean Fortune,Bulk Carrier,19035,15228,1986,Panama,,Hengfa Shipping Incorporated  ,China,Hengfa Shipping Incorporated  ,Ocean Glory International Shipping Limited  ,Panama,Chittagong,Bangladesh
2016,9087855,An Fu Star,Bulk Carrier,35879,28703,1994,Panama,,Hong Da International Group Holdings Company Limited  ,China,Jiuzhou Shipping Company Limited  ,Big Star Shipping Limited  ,Hong Kong,Chittagong,Bangladesh
2016,8307777,Xinshang,Bulk Carrier,24111,19289,1985,Panama,,Hong Kong Shun Xin Marine Limited ,China,Hong Kong Shun Xin Marine Limited ,Hongkong Xinda Shipping Limited ,Hong Kong,Chittagong,Bangladesh
2016,9083548,Elite,Bulk Carrier,39385,31508,1996,Panama,,Hong Sheng Da Shipmanagement Private Limited ,China,Hong Sheng Da Shipmanagement Private Limited ,Xing Tong Da Shipping Limited ,Panama,Chittagong,Bangladesh
2016,8901107,Xing Min Da,Bulk Carrier,36573,29258,1990,Panama,,Hong Sheng Da Shipmanagement Private Limited  ,China,Hong Sheng Da Shipmanagement Private Limited  ,Aurora International Bulk Chartering Limited ,Hong Kong,Chittagong,Bangladesh
2016,8501543,Gas Jade,Liquefied Petroleum Gas Carrier,10195,8156,1987,Liberia,,Sino Gas & Energy Holdings Limited  ,China,Sino Gas & Energy Limited  ,Ocean Victory Limited  ,Singapore,Alang,India
2016,8821931,Wieniawski ,General Cargo With Container Capacity,18208,14566,1992,Malta,,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK)  ,China,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK)  ,Wieniawski Maritime Company Limited  ,Cyprus,Alang,India
2016,9128221,Arina,Bulk Carrier,38520,30816,1997,Niue,,Shanghai Puyuan Shipping Company Limited  ,China,Shanghai Puyuan Shipping Company Limited  ,Ching Yee Company Limited  ,China,Chittagong,Bangladesh
2016,8712491,Xiang Rui Men,General Cargo With Container Capacity,15520,12416,1989,Panama,,Nanjing Ocean Shipping Company Limited  ,China,Nanjing Ocean Shipping Company Limited  ,NYD Shipping Incorporated  ,Panama,Chittagong,Bangladesh
2016,8103298,Nemo 1,Bulk Carrier,22385,17908,1983,Panama,,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited ,China,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited ,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited ,China,Chittagong,Bangladesh
2016,8130124,Generous,Bulk Carrier,11285,9028,1983,Panama,,Ningbo FTZ Cosnavi International Shipping Management Company Limited  ,China,Ningbo FTZ Cosnavi International Shipping Management Company Limited  ,YKJ Shipping Company Limited  ,Marshall Islands,Chittagong,Bangladesh
2016,9035632,Best Honor,Bulk Carrier,26897,21518,1992,Panama,,Ocean Faith Shipping Company Limited  ,China,Ocean Faith Shipping Company Limited  ,Best Honor International Shipping  ,Hong Kong,Chittagong,Bangladesh
2016,9074523,Wise I,Bulk Carrier,77211,61769,1995,Panama,,Qingdao Fulon International Ship Management Company Limited  ,China,Qingdao Fulon International Ship Management Company Limited  ,Wise Energy Equipment Company Limited  ,Hong Kong,Gadani,Pakistan
2016,9135640,Huitai,Bulk Carrier,75722,60578,1996,Panama,,Qingdao Huiquan Shipping Company ,China,Qingdao Huiquan Shipping Company ,South Celebration Shipping Incorporated ,Panama,Chittagong,Bangladesh
2016,9170286,Hui Hong II,Bulk Carrier,36356,29085,1998,Panama,,Qingdao Huiquan Shipping Company ,China,Qingdao Huiquan Shipping Company ,Hui Hong Shipping Corporation ,Hong Kong,Alang,India
2016,9145994,Confidence Ocean,Bulk Carrier,26586,21269,1996,Panama,,Qingdao Huiquan Shipping Company  ,China,Qingdao Huiquan Shipping Company  ,Confidence Ocean Shipping Corporation  ,Panama,Chittagong,Bangladesh
2016,9074016,Seacon Pride,Bulk Carrier,35884,28707,1993,Panama,,Seacon Star Group Limited ,China,Seacon Ships Management Company Limited ,Seacon Pride Limited ,Marshall Islands,Alang,India
2016,9137624,Fenghuang Shan,Bulk Carrier,38995,31196,1997,Panama,,Shanghai Shenyue Ship Management Company ,China,Shanghai Shenyue Ship Management Company ,Fujian Fenghuang International Shipping Company Limited ,China,Chittagong,Bangladesh
2016,8217697,Kinda,Bulk Carrier,20866,16693,1984,Panama,,Shenzhen Da Xi Marine Shipping Company Limited  ,China,Shenzhen Da Xi Marine Shipping Company Limited  ,Tong Da Maritime Limited  ,Hong Kong,Chittagong,Bangladesh
2016,8323850,Universe Forest,Bulk Carrier,13881,11105,1984,Panama,,Shenzhen Shenyue Marine Company  ,China,Shenzhen Shenyue Marine Company  ,Universe Forest Shipping Company Limited  ,Vietnam,Alang,India
2016,8811376,Shun Kang ,Bulk Carrier,38337,30670,1990,Panama,,Shunkang Shipping (Hong Kong) Limited  ,China,Shunkang Shipping (Hong Kong) Limited  ,Shunkang Shipping (Hong Kong) Limited  ,China,Chittagong,Bangladesh
2016,9075539,Lian Fu Star,Bulk Carrier,36559,29247,1994,Panama,,China Shipping (Group) Company  ,China,China Shipping (Group) Company  ,Carry Well Shipping Limited  ,Panama,Chittagong,Bangladesh
2016,9041019,Fengi,Bulk Carrier,38679,30943,1994,Panama,,Fengli Group Company Limited ,China,Glory Asia Ocean Shipping Limited ,Tatiana Investments Limited ,Panama,Gadani,Pakistan
2016,8512889,Everglory,Bulk Carrier,36987,29590,1988,Panama,,Fujian Hengfeng Shipping Company ,China,Fujian Hengfeng Shipping Company ,Hong Kong Everglory Shipping Limited ,Hong Kong,Alang,India
2016,8716083,Hong Tiger,General Cargo,23207,18566,1989,St. Vincent & Grenadines,,Hongyuan Marine Company Limited ,China,Hongyuan Marine Company Limited ,Hong Tiger Shipping Company Limited ,St. Vincent & Grenadines,Alang,India
2016,8706179,Bao Heng,Bulk Carrier,24496,19597,1988,St. Vincent & Grenadines,,HTM Shipping Company Limited  ,China,Baoyuan International Company Limited  ,Bao Heng Shipping Company Limited  ,St. Vincent & Grenadines,Gadani,Pakistan
2016,8706181,Bao Yue,Bulk Carrier,24496,19597,1989,St. Vincent & Grenadines,,HTM Shipping Company Limited  ,China,Baoyuan International Company Limited  ,Baoyue Shipping Company Limited  ,St. Vincent & Grenadines,Gadani,Pakistan
2016,8404903,King Spirit,General Cargo,23275,18620,1986,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited ,China,Nanjing King Ship Management Company Limited ,King Phenix Shipping Company Limited ,St. Vincent & Grenadines,Alang,India
2016,8503046,King Fortune,General Cargo With Container Capacity,17101,13681,1987,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited ,China,Nanjing King Ship Management Company Limited ,Ning Hang Shipping & Enterprise Company Limited ,China,Alang,India
2016,8404898,King Pride,Bulk Carrier With Container Capacity,23275,18620,1986,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Pride Shipping Company Limited  ,St. Vincent & Grenadines,Alang,India
2016,8325597,King Phenix,Bulk Carrier With Container Capacity,23275,18620,1986,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Spirit Shipping Company Limited  ,St. Vincent & Grenadines,Gadani,Pakistan
2016,8404903,King Spitit,General Cargo,23275,18620,1986,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Phenix Shipping Company Limited  ,St. Vincent & Grenadines,Alang,India
2016,8412900,King Diamond,General Cargo,15350,12280,1985,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Diamond Shipping Company Limited  ,St. Vincent & Grenadines,Gadani,Pakistan
2016,8315152,Smart Sail,General Cargo With Container Capacity,13982,11186,1986,St. Vincent & Grenadines,,Tranvast Shipping Company Limited ,China,Tranvast Shipping Company Limited ,Smart Sail Limited ,British Virgin Islands,Alang,India
2016,8401250,Ocean Pearl,Bulk Carrier,14031,11225,1985,Cook Islands,,Sun Seas Shipping Company Limited ,Cook Islands,Sun Seas Shipping Company Limited ,Ocean Pearl Maritime Limited ,Liberia,Alang,India
2016,7942037,Zagreb I,Drill Platform,10091,8073,1977,Liberia,,INA-Industrija Nafte-NAFTAPLIN ,Croatia,INA-Industrija Nafte-NAFTAPLIN ,Nordic Shipping Limited ,Liberia,Aliaga,Turkey
2016,7909865,Aqua Pearl,General Cargo With Container Capacity,27069,21655,1981,Bahamas,,SMT Shipping (Cyprus) Limited ,Cyprus,SMT Shipping (Cyprus) Limited ,Aqua Pearl Shipping Limited ,Marshall Islands,Alang,India
2016,8209004,Moonvazs,Bulk Carrier,13800,11040,1983,Panama,,Jiangsu Far East Shipping Company Limited  ,China,Jiangsu Far East Shipping Company Limited  ,JSM Overseas (St.Vincent) Limited  ,St. Vincent & Grenadines,Chittagong,Bangladesh
2016,8217219,Venuzs,General Cargo,13397,10718,1983,Panama,,Jiangsu Far East Shipping Company Limited  ,China,Jiangsu Far East Shipping Company Limited  ,Venuzs Shipping Limited  ,St. Vincent & Grenadines,Chittagong,Bangladesh
2016,9059963,Jimei Jinhao,Bulk Carrier,37550,30040,1993,Panama,,Mentor Pacific Limited  ,China,Mentor Pacific Limited  ,Golden Hero Shipping Limited  ,Hong Kong,Alang,India
2016,8502573,Kholmsk,Bulk Carrier,21460,17168,1988,Belize,,Sadent Shipping Limited  ,Cyprus,Sadent Shipping Limited  ,Sadent Marine Limited  ,Cyprus,Chittagong,Bangladesh
2016,8502561,Victoria R.,Bulk Carrier,21437,17150,1988,Belize,,Sadent Shipping Limited  ,Cyprus,Sadent Shipping Limited  ,World Shipping Limited  ,Belize,Alang,India
2016,7711139,Star Fighter,Passenger Ro/Ro,8097,6478,1978,Cyprus,,Sheroudo Shipping Company Limited ,Cyprus,Sheroudo Shipping Company Limited ,Sheroudo Shipping Company Limited ,Cyprus,Alang,India
2016,8903284,Badri Prasad,Bulk Carrier,77182,61746,1990,India,,Essar Group  ,Cyprus,Essar Shipping Limited  ,Essar Shipping Limited  ,India,Gadani,Pakistan
2016,8401975,Maersk Chancellor,Tug/Supply,2887,2310,1986,Canada,, A.P. Moller-Maersk Group ,Denmark,Maersk Supply Service A/S ,The Maersk Company (Canada) Limited ,Canada,Aliaga,Turkey
2016,9144342,Maersk Beater,Anchor Handling Tug/Supply,4363,3490,1997,Denmark,, A.P. Moller-Maersk Group ,Denmark,Maersk Supply Service A/S ,Maersk Supply Service UK Limited ,United Kingdom,Aliaga,Turkey
2016,9057458,Pioneer Atlantic,Bulk Carrier,37978,30382,1998,Hong Kong,,Investeringsgruppen Danmark A/S  ,Denmark,ID Shipping A/S ,K/S Danskib 81  ,Denmark,Chittagong,Bangladesh
2016,9105932,Maersk Wyoming,Fully Cellular Containership,50698,40558,1996,Palau,,A.P. Moller-Maersk Group  ,Denmark,Maersk Line Limited  ,Maersk Line Limited  ,United States of America,Alang,India
2016,9155119,Maersk Georgia,Fully Cellular Containership,50698,40558,1997,Palau,,A.P. Moller-Maersk Group  ,Denmark,Maersk Line A/S  ,Maersk Shipping Hong Kong Limited  ,Hong Kong,Alang,India
2016,8212673,SSG Edward A.Carter Jr.,Fully Cellular Containership,57075,45660,1985,United States of America,,A.P. Moller-Maersk Group ,Denmark,Maersk Line Limited ,Maersk Line Limited ,United States of America,Aliaga,Turkey
2016,8225333,Egy Pride,General Cargo With Container Capacity,4967,3974,1985,Egypt,,Mahoney Shipping & Marine Services Company ,Egypt,Mahoney Shipping & Marine Services Company ,Egyptian Feeder Services Limited  ,Egypt,Aliaga,Turkey
2016,7642584,Sama,General Cargo With Container Capacity,2136,1709,1977,Panama,,El Moez Maritime Company ,Egypt,El Moez Maritime Company ,Success Shipping Company ,Egypt,Aliaga,Turkey
2016,7429918,Orca K.,Bulk Carrier,7265,5812,1975,Panama,,Moon Shipping Company ,Egypt,Moon Shipping Company ,Moon Joy Shipping Company Limited ,Egypt,Alang,India
2016,8415627,Pearl,Fully Cellular Containership,10246,8197,1985,Sierra Leone,,Xixiakou Group Company Limited ,China,Xixiakou Group Company Limited ,Dongtai Shipping (HK) Company Limited ,Hong Kong,Alang,India
2016,9117404,COS Cherry,Bulk Carrier,26759,21407,1996,Singapore,,China COSCO Shipping Corporation Limited ,China,COSCO (Singapore) Private Limited ,COSCO (Singapore) Private Limited ,Singapore,Zhoushan,China
2016,7926928,Fortune Star,Bulk Carrier,9575,7660,1980,St. Kitts-Nevis,,Fujian Mainstar Shipping Limited ,China,Fujian Mainstar Shipping Limited ,Sparkle Tone HK Limited ,Hong Kong,Chittagong,Bangladesh
2016,8208854,Orelia,Support,7260,5808,1984,Marshall Islands,,Technip S.A. ,France,Technip UK Limited ,Technip UK Limited ,United Kingdom,Aliaga,Turkey
2016,9134646,Impala,Fully Cellular Containership,16803,13442,1996,Palau,,CMA CGM S.A. ,France,CMA CGM S.A. ,CMA CGM S.A. ,France,Alang,India
2016,9114270,Baghira,Fully Cellular Containership,6246,4997,1998,Antigua & Barbuda,,AEWS Shipping GmbH & Company KG ,Germany,AEWS Shipping GmbH & Company KG ,ms Baghira Schiffahrt GmbH & Company KG ,Germany,Aliaga,Turkey
2016,9228552,Commodore,Fully Cellular Containership,30047,24038,2001,Antigua & Barbuda,,Reederei Gebruder Winter GmbH & Company KG,Germany,Reederei Gebruder Winter GmbH & Company KG,ms Commodore Gebruder Winter Bereederungsges. mbH & Company KG ,Germany,Alang,India
2016,9143233,Columba,Fully Cellular Containership,23897,19118,1998,Antigua & Barbuda,,Reederei Gebruder Winter GmbH & Company KG,Germany,Reederei Gebruder Winter GmbH & Company KG,ms Columba Gebr. Winter Schiffahrtsges. mbH & Company KG ,Germany,Alang,India
2016,9143245,Classica,Fully Cellular Containership,23897,19118,1998,Antigua & Barbuda,,Reederei Gebruder Winter GmbH & Company KG ,Germany,Reederei Gebruder Winter GmbH & Company KG ,ms Classica Gebruder Winter Schiffahrtsges.mbH & Company KG ,Germany,Alang,India
2016,9127784,Dir,Fully Cellular Containership,21199,16959,1997,Comoros,,Alpha Ship GmbH & Company KG  ,Germany,Alpha Shipmanagement GmbH & Company KG  ,Alpha Ship GmbH & Company KG ms Nadir  ,Marshall Islands,Alang,India
2016,9247948,Gold,Fully Cellular Containership,35589,28471,2002,Comoros,,Bernhard Schulte Group of Companies  ,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG  ,Arnold Maritime Limited  ,Liberia,Chittagong,Bangladesh
2016,9248150,Uma,Fully Cellular Containership,65918,52734,2003,Comoros,,Conti Holding GmbH & Company KG ,Germany,NSB Niederelbe Schiffahrtsgesellschaft mbH & Company KG ,Conti Madrid (M.I.) Shipping Limited ,Marshall Islands,Gadani,Pakistan
2016,9147083,Portugal-1,Fully Cellular Containership,53324,42659,1998,Comoros,,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Beteiligungs KG ms Portugal Schiffahrtsges. mbH & Company ,Germany,Chittagong,Bangladesh
2016,9141273,Phong,Fully Cellular Containership,53324,42659,1997,Comoros,,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Beteiligungs KG ms Portugal Schiffahrtsges. mbH & Company ,Germany,Chittagong,Bangladesh
2016,9213284,Regal,Fully Cellular Containership,40306,32245,2000,Comoros,,Hansa Mare Reederei GmbH & Company KG ,Germany,Hansa Mare Reederei GmbH & Company KG ,ms Mare Arcticum Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh
2016,9134610,Champ ,Fully Cellular Containership,23897,19118,1998,Comoros,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Schiffahrts-Gesellschaft ms Champion mbH & Company ,Germany,Chittagong,Bangladesh
2016,8400634,Balboa Pearl,General Cargo With Container Capacity,28005,22404,1986,Bahamas,,SMT Shipping (Cyprus) Limited ,Cyprus,SMT Shipping (Cyprus) Limited ,Balboa Pearl Shipping Company Limited ,Marshall Islands,Alang,India
2016,8302181,Caribe Pearl ,General Cargo With Container Capacity,27012,21610,1986,Bahamas,,SMT Shipping (Cyprus) Limited  ,Cyprus,SMT Shipping (Cyprus) Limited  ,Caribe Pearl Shipping Company Limited ,Marshall Islands,Alang,India
2016,8324373,Bahamas Pearl ,General Cargo With Container Capacity,27470,21976,1985,Bahamas,,SMT Shipping (Cyprus) Limited  ,Cyprus,SMT Shipping (Cyprus) Limited  ,Bahamas Pearl Shipping Company Limited  ,Bahamas,Alang,India
2016,9196905,Fern,Fully Cellular Containership,54415,43532,2000,Comoros,,Norddeutsche Vermogen Holding GmbH & Company ,Germany,H. Schuldt OHG (GmbH & Company) ,Beteiligungs-KG ms Northern Glory Schiffahrtsges. mbH & Company ,Germany,Alang,India
2016,9219408,Phalia,Fully Cellular Containership,35824,28659,2003,Comoros,,Peter Dohle Schiffahrts-KG ,Germany,Hammonia Reederei GmbH & Company KG ,ms Hammonia Westphalia Nova Schiffahrts GmbH & Company ,Germany,Chittagong,Bangladesh
2016,9248667,Thom,Fully Cellular Containership,28270,22616,2003,Comoros,,Reederei Karl Schluter GmbH & Company KG ,Germany,Reederei Karl Schluter GmbH & Company KG ,KG ms Thomas Mann Schiffahrtsges. mbH & Company ,Germany,Chittagong,Bangladesh
2016,9295402,Opus,Fully Cellular Containership,41359,33087,2005,Comoros,,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG ,Germany,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG ,ms JPO Cancer Schiffahrtsges. mbH & Company KG ,Germany,Alang,India
2016,8712570,Etagas,Liquefied Petroleum Gas Carrier,7314,5851,1988,Curacao,,Sloman Neptun Schiffahrts-AG ,Germany,Sloman Neptun Schiffahrts-AG ,Etagas Shipping Company N.V. ,Curacao,Alang,India
2016,9124524,Hansa Constitution,Fully Cellular Containership,31730,25384,1997,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Germany,Hansa Shipping GmbH & Company KG  ,Hansa Constitution Shipping Company Limited  ,Liberia,Chittagong,Bangladesh
2016,9215842,Tio,Fully Cellular Containership,74310,59448,2001,Liberia,,Dr. Peters GmbH & Company KG  ,Germany,DS-Schiffahrt GmbH & Company KG  ,DS-Rendite-Fonds Nr.116 DS National GmbH & Company Containerschiff KG  ,Germany,Alang,India
2016,9160437,E. R. Santiago,Fully Cellular Containership,26125,20900,1998,Liberia,,E.R. Schiffahrt GmbH & Cie KG  ,Germany,E.R. Schiffahrt GmbH & Cie KG  ,ms E.R. Santiago Schiffahrtsges. mbH & Company KG ,Germany,Alang,India
2016,9244219,Mond,Bulk Carrier,38846,31077,2001,Liberia,,Egon Oldendorff KG,Germany,Oldendorff Carriers GmbH & Company KG ,Oldendorff Drybulk GmbH & Company KG ,Germany,Alang,India
2016,9232101,Philadelphia,Fully Cellular Containership,50242,40194,2002,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH ,ms Philadelphia GmbH & Company KG ,Germany,Alang,India
2016,9141302,San Diego,Fully Cellular Containership,53324,42659,1997,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Beteiligungs KG ms Alpha Schiffahrts GmbH & Company ,Germany,Alang,India
2016,9232084,Phoenix I,Fully Cellular Containership,50242,40194,2002,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,F. Laeisz Schiffahrtsges.mbH & Company ,ms Phoenix GmbH & Company KG  ,Germany,Chittagong,Bangladesh
2016,9158965,Priwall ,Fully Cellular Containership,28701,22961,1997,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Schiffahrtsges. ms Priwall mbH & Company KG ,Germany,Alang,India
2016,8302193,Padma,General Cargo With Container Capacity,11558,9246,1986,Comoros,,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,Alang,India
2016,8819122,Tika,General Cargo With Container Capacity,13651,10921,1990,Comoros,,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,Gadani,Pakistan
2016,7724306,Saint Roch,Roll On Roll Off,31007,24806,1980,Bahamas,,CMA CGM S.A.  ,France,SCAC Delmas Vieljeux  ,SCAC Delmas Vieljeux  ,France,Alang,India
2016,9110212,Consul Poppe,Bulk Carrier,36074,28859,1995,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei,ms Consul Poppe Schiffahrtsgesellschaft mbH ,Germany,Alang,India
2016,9035773,Mary,Bulk Carrier,77372,61898,1993,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei ,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei ,RHO Shipholding Limited ,Liberia,Chittagong,Bangladesh
2016,9039054,Martha  ,Bulk Carrier,79694,63755,1994,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei ,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei ,ms Martha Schiffahrtsgesellschaft mbH  ,Germany,Gadani,Pakistan
2016,9056284,Kollmar,Fully Cellular Containership,16233,12986,1993,Liberia,,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff) ,Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff) ,Zweite RHW Schiffahrtsges. mbH & Company KG ,Germany,Alang,India
2016,8902577,Dimitrios C. ,Fully Cellular Containership,53833,43066,1992,Liberia,,Konig & Cie GmbH & Company KG ,Germany,Konig & Cie GmbH & Company KG ,Rayna Investments Incorporated ,St. Kitts-Nevis,Alang,India
