YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST_FLAG,PREVIOUS_FLAG,BENEFICIAL_OWNER,BO_COUNTRY,COMMERCIAL_OPERATOR,REGISTERED_OWNER,RO_COUNTRY,PLACE,COUNTRY,ARRIVAL
2023,9180736,OS TIGA,Offshore Support Vessel,"4,039","2,934",1997,Malaysia,,Offshore Solutions L Bhd,Malaysia,Offshore Solutions L Bhd,Offshore Solutions L Bhd,Malaysia,Chittagong,Bangladesh,23-Oct
2023,8768347,SETIA,"Drilling Rig, semi Submersible","14,018","10,050",2005,Palau,Panama,Sapura Energy Berhad,Malaysia,Seadrill Management AS,SapuraKencana Drilling Setia,Bermuda,Alang,India,23-Jan
2023,8211045,VILA DHAURU,Refrigerated Cargo Ship,"1,954","1,253",1983,Maldives,,Villa Shipping & Trading Co,Maldives,Villa Shipping & Trading Co,Villa Shipping & Trading Co,Maldives,Chittagong,Bangladesh,23-Aug
2023,7421863,ASTERDEA,Products Tanker,"1,794","1,231",1976,Tanzania   ,,Millennial Energy Trading Ltd,Malta,Millennial Energy Trading Ltd,Milebrook United Ltd,British Virgin Islands,Aliaga,Turkey,23-Jul
2023,7407233,MURAT 131,General Cargo Ship,865,,1976,Comoros,,ALR Shipping & Foreign Trade,Marshall Islands,ALR Shipping & Foreign Trade,ALR Shipping & Foreign Trade,Marshall Islands,Aliaga,Turkey,23-Mar
2023,7528154,EOS,"Bulk Carrier, Self-discharging","3,963","2,222",1976,Togo,Sierra Leone,Cephalonia Shipping Ltd,Marshall Islands,Cephalonia Shipping Ltd,Cephalonia Shipping Ltd,Marshall Islands,Aliaga,Turkey,23-Jul
2023,8873776,SOFILAREX,General Cargo Ship,"2,457","1,205",1970,Tanzania   ,,Rusalka Maritime Inc,Marshall Islands,Rusalka Maritime Inc,Rusalka Maritime Inc,Marshall Islands,Aliaga,Turkey,23-Dec
2023,9199828,VENTURA,Crude Oil Tanker,"58,156","16,809",1999,St Kitts & Nevis,Cameroon,Gulf Ventures Maritime Inc,Marshall Islands,Gulf Ventures Maritime Inc,Gulf Ventures Maritime Inc,Marshall Islands,Gadani,Pakistan,23-Oct
2023,7610426,CHIME,Fish Factory Ship,"5,955","5,071",1979,St Kitts & Nevis,Tanzania (Zanzibar),Ahmed MSS,Mauritania,Ahmed MSS,Ahmed MSS,Mauritania,Alang,India,23-Dec
2023,9034925,RIO BALSAS,Bulk Carrier,"54,268","14,224",1992,Liberia,Mexico,Panamax de Mexico Naviera,Mexico,Panamax de Mexico Naviera,Panamax de Mexico Naviera,Mexico,Chittagong,Bangladesh,23-Feb
2023,9165516,CAPE OSPREY,Bulk Carrier,"87,522","21,277",1999,Liberia,,Zodiac Group Monaco SAM,Monaco,Zodiac Maritime Ltd,Nevtal Marine Inc-LIB,Liberia,Alang,India,23-Jan
2023,8813635,NOVA FLORIDA,Refrigerated Cargo Ship,"5,476","3,347",1989,Bahamas,,Seatrade Groningen BV,Netherlands,GreenSea NV,Nova Florida Shipping Co NV,Curacao,Alang,India,23-Aug
2023,8507391,LELYSTAD,Trailing Suction Hopper Dredger,"12,116","11,397",1986,Netherlands,,Van Oord NV,Netherlands,Van Oord NV,Sleephopperzuigers II BV,Netherlands,Aliaga,Turkey,23-Sep
2023,9048677,JORIS SENIOR,Fishing Vessel,572,,1993,Netherlands,,Meulmeester L en L,Netherlands,Meulmeester L en L,Meulmeester L en L,Netherlands,Ghent,Belgium,23-Feb
2023,9101209,NOORDERHAAKS,Fishing Vessel,560,,1994,Netherlands,,Bakker PP,Netherlands,Bakker Den Helder BV,Bakker Den Helder BV,Netherlands,Ghent,Belgium,23-May
2023,9152662,ROSEMARIE,Fishing Vessel,503,,1999,Netherlands,,Rosemarie BV,Netherlands,Rosemarie BV,Rosemarie BV,Netherlands,Ghent,Belgium,23-May
2023,8707745,NIDA,Fishing Vessel,"1,943","1,839",1987,Lithuania,,Atlantic High Sea Fishing Co,Netherlands,Atlantic High Sea Fishing Co,Atlantic High Sea Fishing Co,Lithuania,Ghent,Belgium,23-Jun
2023,8810774,DE VROUW JANNETJE,Fishing Vessel,573,,1988,Netherlands,,Meulmeester/Schaier,Netherlands,Meulmeester/Schaier,Meulmeester/Schaier,Netherlands,Vlissingen,Netherlands,23-Mar
2023,8201387,LIBERTY,Anchor Handling Tug Supply,"1,252","1,337",1984,Nigeria,,Tethys Plantgeria Ltd,Niger,Tethys Plantgeria Ltd,Tethys Plantgeria Ltd,Nigeria,Unknown,Nigeria,23-Mar
2023,8804531,GREEN KARMOY,Refrigerated Cargo Ship,"5,084","2,966",1989,Unknown,Bahamas,Green Reefers,Norway,GreenSea Chartering BVBA,Green Shipping AS,Norway,Alang,India,23-Apr
2023,8316704,KUMUL ARROW,General Cargo Ship (Open Hatch),"27,818","10,998",1985,Bahamas,,Gearbulk Holding Ltd,Norway,Gearbulk Pool Ltd,Gearbulk Shipowning Ltd,Bermuda,Alang,India,23-May
2023,8922242,GREEN EXPLORER,Refrigerated Cargo Ship,"3,999","2,397",1991,Bahamas,,Green Reefers,Norway,GreenSea Chartering BVBA,Green Shipping AS,Norway,Alang,India,23-Jul
2023,7361934,RIA,LNG Tanker,"96,011","29,500",1977,St Kitts & Nevis,Marshall Islands,Golar LNG Ltd,Norway,Golar Management Ltd,Golar Gandria NV,Netherlands,Alang,India,23-Dec
2023,9048706,SW DIAMOND,Research Survey Vessel,"4,547","3,028",1993,Panama,,Shearwater Geoservices Holding,Norway,Reflection Marine UK Ltd,Shearwater Geoservices Assets,Norway,Aliaga,Turkey,23-Jun
2023,8100636,BOSTON,General Cargo Ship,"1,499",800,1981,Norway,,Tor Vea AS,Norway,Boston AS,Boston AS,Norway,Esbjerg,Denmark,23-Jan
2023,8948686,MARITIME ALBATROSS,Research Survey Vessel,"2,297",,1985,Norway,,Eide G,Norway,Eide G,Eide G,Norway,Esbjerg,Denmark,23-Feb
2023,8311314,BIGORANGE XVIII,Well Stimulation Vessel,"3,719",,1984,Bahamas,,Siem Offshore AS,Norway,Schlumberger Drilling Services,Bigorange XVIII,Norway,Esbjerg,Denmark,23-Jul
2023,9186132,FAR STRIDER,Platform Supply Ship,"3,009",,1999,Brazil,,Solstad Offshore ASA,Norway,Solstad Offshore Ltda,Solstad Rederi AS,Norway,Feda,Norway,22-Dec
2023,7421837,SEA SAILOR,Anchor Handling Tug Supply,"1,324",,1975,Unknown,,Chriship AS,Norway,Chriship AS,Tide Marine AS,Norway,Feda,Norway,23-Sep
2023,6930520,ELEKTRON II,Ro-Ro Cargo Ship,"1,628",,1969,Norway,,Statnett SF,Norway,GC Rieber Shipping AS,Statnett SF,Norway,Hanoytangen,Norway,23-May
2023,8976803,MARINER,Landing Craft,823,,1973,Norway,,Solvgran AS,Norway,Salt Aquaservice AS,Salt Aquaservice AS,Norway,Stokksund,Norway,23-Mar
2023,7220180,TINGVOLL,Passenger/Ro-Ro Ship (Vehicles),743,,1972,Norway,,J Rognli AS,Norway,Team Rognli Sjofrakt AS,Team Rognli Sjofrakt AS,Norway,Stokksund,Norway,23-May
2023,9186924,CATHERINE BRIGHT,Bulk Carrier,"43,022","10,962",1998,Panama,,Maritime International Trans,Oman,Maritime International Trans,Catherine Shipping Fleet Inc,Panama,Gadani,Pakistan,23-Dec
2023,6705949,BLUE SKY III,Icebreaker,940,,1966,Panama,,Green Fleet Navigation SA,Panama,Green Fleet Navigation SA,Green Fleet Navigation SA,Panama,Aliaga,Turkey,23-Dec
2023,9200378,SUN SHINE,Bulk Carrier,"38,646","10,317",1999,Comoros,Panama,San Shin Maritime Corp,Panama,San Shin Maritime Corp,San Shin Maritime Corp,Panama,Gadani,Pakistan,23-Sep
2023,7817309,ATLANTICO,Fishing Vessel,"1,905",,1980,Panama,,Atlantico Fishery SA,Panama,Atlantico Fishery SA,Atlantico Fishery SA,Panama,Gijon,Spain,23-Jun
2023,8803642,WESTERN ENDEAVOUR,Ore Carrier,"2,754","1,489",1988,Papua New Guinea,,Coral Sea Shipping Lines Pty,Papua New Guinea,Coral Sea Shipping Lines Pty,Coral Trader Ltd,Papua New Guinea,Chittagong,Bangladesh,23-May
2023,9031985,TAUROGAS,LPG Tanker,"3,096","1,923",1993,Panama,,Transgas Shipping Lines SAC,Peru,Transgas Shipping Lines SAC,Norton Marine SA,Panama,Aliaga,Turkey,23-Jun
2023,8019655,SUNRISE COMMAND,Platform Supply Ship,724,,1981,Panama,Peru,Green Offshore SAC,Peru,Green Offshore SAC,DOIG Marine SAC,Peru,Guayaquil,Ecuador,23-Jan
2023,7433971,SUNRISE CONFIDENCE,Anchor Handling Tug Supply,762,,1976,Panama,Peru,Green Offshore SAC,Peru,Green Offshore SAC,DOIG Marine SAC,Peru,Guayaquil,Ecuador,23-Jan
2023,9161170,YACU KALLPA,General Cargo Ship,"13,066","5,238",1998,Unknown,,Peruvian Amazon Line,Peru,Yacu Taski Naviera SA,PAL RMI Inc,Marshall Islands,Seybaplaya,Mexico,23-Jan
2023,8413992,SUPER SHUTTLE RORO,Ro-Ro Cargo Ship,"12,189","5,222",1986,St Kitts & Nevis,Philippines,Asian Marine Transport Corp,Philippines,Asian Marine Transport Corp,Asian Marine Transport Corp,Philippines,Alang,India,23-Jan
2023,7615476,THOR,General Cargo Ship,"1,487","1,103",1977,Philippines,,Jensen Shipping Corp,Philippines,Key West Shipping Line Corp,Key West Shipping Line Corp,Philippines,Chittagong,Bangladesh,23-Apr
2023,7711488,WEST OCEAN 9,General Cargo Ship,"2,760","1,671",1979,Philippines,,West Ocean Lines & Transport,Philippines,West Ocean Lines & Transport,West Ocean Lines & Transport,Philippines,Chittagong,Bangladesh,23-Apr
2023,8607684,LOGAN,General Cargo Ship,"2,854","1,769",1988,Philippines,,West Ocean Lines & Transport,Philippines,West Ocean Lines & Transport,West Ocean Lines & Transport,Philippines,Chittagong,Bangladesh,23-Apr
2023,9035644,DAPITAN BAY 1,Vehicles Carrier,"7,073","5,249",1992,St Kitts & Nevis,Philippines,Unknown,Philippines,Unknown,Unknown,Philippines,Chittagong,Bangladesh,23-Sep
2023,8607646,WEST OCEAN 12,General Cargo Ship,"2,854","1,733",1987,Philippines,,West Ocean Lines & Transport,Philippines,West Ocean Lines & Transport,West Ocean Lines & Transport,Philippines,Chittagong,Bangladesh,23-Dec
2023,9252606,HALUL 22,Anchor Handling Tug Supply,"1,413","1,404",2003,Qatar,,Qatar Shipping Co WLL,Qatar,Milaha Ship Management WLL,Halul Offshore Services Co WLL,Qatar,Alang,India,23-Feb
2023,9351957,HALUL 27,Anchor Handling Tug Supply,"1,991","1,938",2008,Qatar,,Qatar Shipping Co WLL,Qatar,Milaha Ship Management WLL,Halul Offshore Services Co WLL,Qatar,Alang,India,23-Feb
2023,9252589,HALUL 20,Anchor Handling Tug Supply,"1,413","1,395",2002,Palau,Qatar,Qatar Shipping Co WLL,Qatar,Halul Offshore Services Co WLL,Halul Offshore Services Co WLL,Qatar,Alang,India,23-Mar
2023,9252591,HALUL 21,Anchor Handling Tug Supply,"1,413","1,406",2003,Palau,Qatar,Qatar Shipping Co WLL,Qatar,Halul Offshore Services Co WLL,Halul Offshore Services Co WLL,Qatar,Alang,India,23-Mar
2023,9076595,EVGENIY ZOTOV,Fish Carrier,683,734,1992,Mongolia,Russia,Fishery Plant Valentin Co Ltd,Russia,Fishery Plant Valentin Co Ltd,Fishery Plant Valentin Co Ltd,Russia,Alang,India,23-Jan
2023,7942180,PIONER NIKOLAYEVA,Fish Factory Ship,"4,347","3,905",1981,Guyana False,Russia,Turnif JSC,Russia,Turnif JSC,Turnif JSC,Russia,Alang,India,23-Jan
2023,8812796,NAUTA,Refrigerated Cargo Ship,"4,190","2,867",1990,Mongolia,Russia,Far East Ship Management LLC,Russia,Far East Ship Management LLC,Far East Ship Management LLC,Russia,Alang,India,23-Feb
2023,6910570,STELLA KARINA,Fishing Vessel,"1,155","1,263",1969,Guyana False,,Magadanryba,Russia,Magadanryba,Magadanryba,Russia,Alang,India,23-Mar
2023,7943184,NOVO 23,Fish Factory Ship,"4,457","3,862",1981,St Kitts & Nevis,Russia,Vostokrybprom Ltd,Russia,Vostokrybprom Ltd,Vostokrybprom Ltd,Russia,Alang,India,23-May
2023,9101027,ORA,Fishing Vessel,796,872,1993,St Kitts & Nevis,Russia,Piligrim LLC,Russia,Piligrim LLC,Piligrim LLC,Russia,Alang,India,23-Jul
2023,6821573,NEVEY,Fish Factory Ship,"3,941","3,435",1968,St Kitts & Nevis,Russia,Atika,Russia,Insung Corp,Atika,Russia,Alang,India,23-Oct
2023,8016342,WESTERN V,Fishing Vessel,780,868,1980,Mongolia,Russia,Pacific Ocean Fishing Co Ltd,Russia,Pacific Ocean Fishing Co Ltd,Pacific Ocean Fishing Co Ltd,Russia,Alang,India,23-Nov
2023,8832978,ALEKSANDR SHALIN,Fishing Vessel,862,839,1990,Mongolia,Russia,MAG-SEA International,Russia,MAG-SEA International,MAG-SEA International,Russia,Alang,India,23-Dec
2023,8505678,IBRA,Trailing Suction Hopper Dredger,"7,086","4,960",1986,Comoros,Palau,Baltdraga Ltd,Russia,Nautilus Circle Co Ltd,Nautilus Circle Co Ltd,Cyprus,Alang,India,23-Dec
2023,6604573,RONDA,Trailing Suction Hopper Dredger,999,,1966,Cameroon,Russia,Yuzhmorservis LLC,Russia,Yuzhmorservis LLC,Yuzhmorservis LLC,Russia,Aliaga,Turkey,23-Aug
2023,8841539,IRTYSH,General Cargo Ship,"2,193","1,312",1990,Togo,Palau,Yuzhmorservis LLC,Russia,Yuzhmorservis LLC,Yuzhmorservis LLC,Russia,Aliaga,Turkey,23-Sep
2023,8921949,LAZURNYY,Fish Carrier,"2,395","2,372",1990,Russia,,Iceberg-Nord Co Ltd,Russia,Iceberg-Nord Co Ltd,Iceberg-Nord Co Ltd,Russia,Aliaga,Turkey,23-Sep
2023,9159945,TRITON,Fishing Vessel,749,806,1996,Russia,,Dionysus OOO,Russia,Dionysus OOO,Dionysus OOO,Russia,Busan,Korea (South),23-Jan
2023,7230393,PACIFIC ORION,Fishing Vessel,867,870,1972,Russia,,Vostok-1 Fishing Collective,Russia,Vostok-1 Fishing Collective,Vostok-1 Fishing Collective,Russia,Busan,Korea (South),23-Jan
2023,8700137,SYLT,Products Tanker,"2,966","2,002",1989,Sierra Leone,,Fortune Tanker JSC,Russia,Fortune Tanker JSC,HSH Trading & Shipping Ltd,Cyprus,Chittagong,Bangladesh,23-Jan
2023,7908562,KASH,Refrigerated Cargo Ship,"1,173",871,1979,St Kitts & Nevis,Russia,Marine Alliance Co Ltd,Russia,Marine Alliance Co Ltd,Marine Alliance Co Ltd,Russia,Chittagong,Bangladesh,23-Mar
2023,8227329,BODR,Fishing Vessel,819,926,1984,St Kitts & Nevis,Russia,Feniks Co Ltd,Russia,Feniks Co Ltd,Feniks Co Ltd,Russia,Chittagong,Bangladesh,23-May
2023,6914514,SANTA,Fishing Vessel,736,804,1969,Russia,,Magadanryba,Russia,Magadanryba,Magadanryba,Russia,Chittagong,Bangladesh,23-Jul
2023,8862234,VLADIMIR KOLECHITSKIY,Products Tanker,"15,010","6,000",1972,Sierra Leone,Unknown,ZP-Group LLC,Russia,ZP-Group LLC,ZP-Group LLC,Russia,Chittagong,Bangladesh,23-Aug
2023,8630289,SILVER WIND,General Cargo Ship,"1,809","1,012",1986,Sierra Leone,,East Line Shipping Hong Kong,Russia,East Line Shipping Hong Kong,Vision Legal Group SA,Panama,Chittagong,Bangladesh,23-Dec
2023,8681379,LEDA-212,Fishing Vessel,922,787,1989,Russia,,Scorpena LLC,Russia,Scorpena LLC,Scorpena LLC,Russia,Kaohsiung,Taiwan,23-Apr
2023,7741299,PROFESSOR KERICHEV,General Cargo Ship,"2,478","1,406",1979,Russia,,Amur Shipping Co JSC,Russia,Amur Shipping Co JSC,Amur Shipping Co JSC,Russia,Mokpo,Korea (South),23-Sep
2023,8722757,MIRGOROD,Fishing Vessel,735,833,1987,Russia,,Ecosoyuz Co Ltd,Russia,Ecosoyuz Co Ltd,Ecosoyuz Co Ltd,Russia,Murmansk,Russia,23-Sep
2023,8960189,VOLGO-DON 90,General Cargo Ship,"3,904","1,750",1967,Russia,,Kama River Shipping Co,Russia,Kama Shipping Co Ltd,Kama Shipping Co Ltd,Russia,Perm,Russia,23-Jan
2023,8882545,BROTHERS-15,Products Tanker,"2,856","1,599",1986,Russia,,AS-Tanker LLC,Russia,AS-Tanker LLC,AS-Tanker LLC,Russia,Unknown,Russia,23-Jan
2023,8857796,NIKOLAY KASATKIN,Fish Carrier,796,764,1992,Russia,,Paroos Co Ltd,Russia,Paroos Co Ltd,Paroos Co Ltd,Russia,Unknown,Unknown,23-May
2023,7719002,TOVRA,Vegetable Oil Tanker,"1,037",840,1978,Russia,,Bunkering Co,Russia,Bunkering Co,Bunkering Co,Russia,Unknown,Unknown,23-Dec
2023,8981004,ILOVATKA,General Cargo Ship,"1,652",,1961,Russia,,Don River Shipping JSC,Russia,Don River Shipping JSC,Don River Shipping JSC,Russia,Volgograd,Russia,23-Jan
2023,8104204,SOLEVANT,Fishing Vessel,970,,1982,Senegal,,Grand Bleu SA,Senegal,Grand Bleu SA,Grand Bleu SA,Senegal,Dakar,Senegal,23-Jul
2023,8648315,FARQUHAR NO. 2,Fishing Vessel,722,463,1990,Seychelles,,Calm Seas Ltd,Seychelles,Calm Seas Ltd,Calm Seas Ltd,Seychelles,Alang,India,23-Jan
2023,6703343,QUALITY,Livestock Carrier,"6,542","3,700",1966,St Kitts & Nevis,Lebanon,Mary Marine Ltd,Seychelles,Mary Marine Ltd,FaFi Shipping Ltd,Seychelles,Alang,India,23-Nov
2023,8320810,LOGGERHEAD,Products Tanker,"1,341","1,088",1984,Equatorial Guinea False,,Urban Light Co Ltd,Seychelles,Urban Light Co Ltd,Urban Light Co Ltd,Seychelles,Chittagong,Bangladesh,23-Nov
2023,8214786,SAN CARLOS NO. 3,Fishing Vessel,587,,1982,Seychelles,,Zoldyck Fishery Ltd,Seychelles,Zoldyck Fishery Ltd,Zoldyck Fishery Ltd,Seychelles,Jakarta,Indonesia,23-Apr
2023,8628145,DMITRIY PASHCHENKO,Fish Factory Ship,"4,407","3,817",1988,Cameroon,Palau,Delta Link Pte Ltd,Singapore,Delta Link Pte Ltd,Delta Link Pte Ltd,Singapore,Alang,India,23-Feb
2023,9074444,WAN CHAI 6,Container Ship (Fully Cellular),"16,911","6,998",1994,Comoros,Singapore,Wan Hai Lines Ltd,Singapore,Wan Hai Lines Singapore Pte,Wan Hai Lines Ltd,Singapore,Alang,India,23-Mar
2023,9074468,WAN CHAI 7,Container Ship (Fully Cellular),"16,988","7,008",1994,Comoros,Singapore,Wan Hai Lines Ltd,Singapore,Wan Hai Lines Ltd,Wan Hai Lines Ltd,Singapore,Alang,India,23-Mar
2023,9181754,BERRY,Container Ship (Fully Cellular),"14,857","6,499",1998,Gabon,Singapore,Norwest Management Co Pte Ltd,Singapore,Samudera Indonesia Tbk PT,Rum Shipping Pte Ltd,Singapore,Alang,India,23-Sep
2023,8772130,MAS MULIA,Pipe Layer,"7,825","5,601",2009,Niue,,ASL Marine Holdings Ltd,Singapore,ASL Shipyard Pte Ltd,ASL Shipyard Pte Ltd,Singapore,Alang,India,23-Nov
2023,8813647,BHUM,Container Ship (Fully Cellular),"11,079","5,103",1990,St Kitts & Nevis,Singapore,Regional Container Lines PCL,Singapore,Regional Container Lines Pte,Regional Container Lines Pte,Singapore,Chittagong,Bangladesh,23-Jan
2023,9221217,SUNNY VOYAGER,Bulk Carrier,"87,542","22,706",2001,Panama,,Winning International Group,Singapore,Winning Shipping HK Co Ltd,Gleeful Shipping SA,Panama,Chittagong,Bangladesh,23-Apr
2023,9062300,SUNNINE,Bulk Carrier,"16,722","6,013",1992,Palau,Panama,Feng Sea Shipping Pte Ltd,Singapore,Feng Sea Shipping Pte Ltd,Hiram Shipping Co Ltd,"Virgin Islands, British",Chittagong,Bangladesh,23-Apr
2023,9105994,VASI STAR,Container Ship (Fully Cellular),"16,801","7,771",1996,Liberia,,Vasi Shipping Pte Ltd,Singapore,Vasi Star Pte Ltd,Vasi Star Pte Ltd,Singapore,Chittagong,Bangladesh,23-May
2023,8712647,SHANDONG EXPRESS,Wood Chips Carrier,"36,202","8,658",1989,Panama,,Nova Shipping & Logistics Pte,Singapore,Nova Shipping & Logistics Pte,Shandong Express SA,Panama,Chittagong,Bangladesh,23-Jul
2023,9184897,ENO,Wood Chips Carrier,"43,954","10,841",1999,Unknown,Singapore,Soon Fong Shipping Pte Ltd,Singapore,Soon Fong Shipping Pte Ltd,Soon Fong Shipping Pte Ltd,Singapore,Chittagong,Bangladesh,23-Aug
2023,7385215,ICONIC 09,Offshore Tug/Supply Ship,"2,899","3,062",1976,St Kitts & Nevis,South Africa,AMSOL,South Africa,Smit Amandla Marine Pty Ltd,African Marine Solutions Invts,South Africa,Alang,India,23-Dec
2023,8521397,MSC FLORIANA,Container Ship (Fully Cellular),"21,648","8,800",1986,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Floriana Oceanway Ltd,Liberia,Alang,India,23-Feb
2023,8505836,MSC GIOVANNA,Container Ship (Fully Cellular),"27,103","11,197",1987,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Giovanna Oceanway Ltd,Liberia,Alang,India,23-Mar
2023,8618293,MSC VERONIQUE,Container Ship (Fully Cellular),"52,191","23,450",1989,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Veronique Oceanway Ltd,Liberia,Alang,India,23-Apr
2023,8715871,MSC PILAR,Container Ship (Fully Cellular),"52,181","23,740",1990,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Pilar Oceanway Ltd,Liberia,Alang,India,23-May
2023,8413887,MSC LUCIA,Container Ship (Fully Cellular),"21,887","8,911",1985,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Lucia Oceanway Ltd,Liberia,Alang,India,23-May
2023,9062960,MSC KERRY,Container Ship (Fully Cellular),"37,323","15,580",1995,Panama,,MSC Mediterranean Shipping Co,Switzerland,Mediterranean Shipping Co Srl,Kerry Oceanway Ltd,Liberia,Alang,India,23-Jun
2023,8509387,MSC NICOLE,Container Ship (Fully Cellular),"31,430","14,305",1989,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Gulmare Holdings SA,Panama,Alang,India,23-Jun
2023,8715869,MSC FEDERICA,Container Ship (Fully Cellular),"52,181","23,740",1990,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Federica International Naviera,Panama,Alang,India,23-Jul
2023,9043756,MSC ERMINIA,Container Ship (Fully Cellular),"48,220","17,694",1993,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Erminia Martime Inc,Liberia,Alang,India,23-Aug
2023,9067544,MSC MARIA,General Cargo Ship (with Ro-Ro facility),"8,721","3,957",1993,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Maria Oceanway Ltd,Liberia,Alang,India,23-Sep
2023,8420907,MSC JASMINE,Container Ship (Fully Cellular),"31,430","13,977",1988,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Jasmine Oceanway Ltd,Liberia,Alang,India,23-Oct
2023,8509375,MSC DENISSE,Container Ship (Fully Cellular),"31,430","14,348",1988,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Denisse Oceanway Ltd,Liberia,Alang,India,23-Oct
2023,8608200,MSC LEVINA,Container Ship (Fully Cellular),"36,420","12,858",1989,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Avancer Panmarine SA,Panama,Alang,India,23-Oct
2023,8420892,MSC CHIARA,Container Ship (Fully Cellular),"31,430","14,305",1987,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Chiara Oceanway Ltd,Liberia,Alang,India,23-Nov
2023,9130561,UNI 1,Container Ship (Fully Cellular),"14,807","7,099",1998,Comoros,Panama,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Gaining Enterprise SA,Panama,Alang,India,23-Jan
2023,9074432,WAN CHAI 5,Container Ship (Fully Cellular),"16,911","6,998",1994,Comoros,Singapore,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Ltd,Taiwan,Alang,India,23-Feb
2023,9134270,DIADEM,Container Ship (Fully Cellular),"52,090","21,387",1998,Comoros,Singapore,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Evergreen Marine Singapore,Singapore,Alang,India,23-Jun
2023,7305722,SHENG NO. 66,Refrigerated Cargo Ship,"2,944",,1973,St Kitts & Nevis,Taiwan,Tai Fu Ocean Co Ltd,Taiwan,Tai Fu Ocean Co Ltd,Tai Fu Ocean Co Ltd,Taiwan,Alang,India,23-Aug
2023,8418320,TAI MA,Passenger/Ro-Ro Ship (Vehicles),"4,717","2,834",1985,St Kitts & Nevis,Taiwan,Taiwan Navigation Co Ltd,Taiwan,Taiwan Navigation Co Ltd,Lian Chiang Hsien,Taiwan Navigation Co Ltd,Alang,India,23-Sep
2023,9130573,UNI-ASPIRE,Container Ship (Fully Cellular),"14,807","7,099",1998,Panama,,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Gaining Enterprise SA,Panama,Alang,India,23-Oct
2023,9134268,DEV,Container Ship (Fully Cellular),"52,090","21,731",1998,St Kitts & Nevis,Singapore,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Evergreen Marine Singapore,Singapore,Alang,India,23-Oct
2023,9180047,RACE 1,Container Ship (Fully Cellular),"13,199","5,425",1998,Comoros,Panama,Wisdom Marine Lines SA,Taiwan,SITC Container Lines Co Ltd,China Trade Group Holdings Ltd,Hong Kong,Alang,India,23-Dec
2023,9158848,WAN HAI 163,Container Ship (Fully Cellular),"13,246","5,226",1998,Singapore,,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Singapore Pte,Singapore,Batam,Indonesia,23-Jan
2023,9059133,WAN HAI 215,Container Ship (Fully Cellular),"17,138","6,999",1994,Singapore,,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Singapore Pte,Singapore,Batam,Indonesia,23-Jan
2023,9132894,WAN HAI 161,Container Ship (Fully Cellular),"13,246","5,194",1996,Taiwan,,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Ltd,Taiwan,Batam,Indonesia,23-Feb
2023,9132909,WAN HAI 162,Container Ship (Fully Cellular),"13,246","5,235",1996,Taiwan,,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Ltd,Taiwan,Batam,Indonesia,23-Feb
2023,9074456,WAN HAI 223,Container Ship (Fully Cellular),"16,911","7,001",1994,Singapore,,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Singapore Pte,Singapore,Batam,Indonesia,23-Feb
2023,9059145,WAN HAI 216,Container Ship (Fully Cellular),"17,138","6,963",1994,Singapore,,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Singapore Pte,Singapore,Batam,Indonesia,23-Feb
2023,8613932,EXPRESS 1,Passenger/Ro-Ro Ship (Vehicles),"3,178","1,820",1987,Comoros,Taiwan,Ho Fu Marine Co Ltd,Taiwan,Ho Fu Marine Co Ltd,Ho Fu Marine Co Ltd,Taiwan,Chittagong,Bangladesh,23-Mar
