YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST_FLAG,PREVIOUS_FLAG,BENEFICIAL_OWNER,BO_COUNTRY,COMMERCIAL_OPERATOR,REGISTERED_OWNER,RO_COUNTRY,PLACE,COUNTRY,ARRIVAL
2022,8708658,CRUISE ONE,Passenger/Cruise,"4,077",,1990,Unknown,,Platinum Yacht Management LLC,United Arab Emirates,Platinum Yacht Management LLC,Cruise 1 Shipping Inc,Liberia,Mina Rashid,United Arab Emirates,22-Jan
2022,8960426,INFINITY 1,Asphalt/Bitumen Tanker,"1,598","1,245",1993,Panama,,Prime Tankers LLC,United Arab Emirates,Prime Tankers LLC,Infinity 1 Shipping Inc,Panama,Alang,India,22-May
2022,7330040,MYTH,Passenger/Ro-Ro Ship (Vehicles),"7,821","4,540",1974,Comoros,United Arab Emirates,Salem Al Makrani Cargo Co,United Arab Emirates,Salem Al Makrani Cargo Co,Salem Al Makrani Cargo Co,United Arab Emirates,Alang,India,22-Mar
2022,8019021,CYCLONE,Tug,670,480,1982,Bahrain,,Sea Eagles Shipping LLC,United Arab Emirates,Sea Eagles Shipping LLC,Sea Eagles Shipping LLC,United Arab Emirates,Gadani,Pakistan,22-May
2022,7931480,GHAWAR,Tug,767,500,1981,Bahrain,,Sea Eagles Shipping LLC,United Arab Emirates,Sea Eagles Shipping LLC,Sea Eagle Marine Services-UAE,United Arab Emirates,Gadani,Pakistan,22-May
2022,8507107,C-MARINER,Platform Supply Ship,"1,532","1,400",1986,Tanzania (Zanzibar),,Seaport International Shipping,United Arab Emirates,Seaport International Shipping,Casablanca International Shpg,Liberia,Gadani,Pakistan,22-May
2022,9081825,GARIN,Crude/Oil Products Tanker,"28,507","9,597",1995,St Kitts & Nevis,Cook Islands,Topaz Tankers Shipmanagement,United Arab Emirates,Topaz Tankers Shipmanagement,Olive Tanker Shipping Inc,Cook Islands,Gadani,Pakistan,22-Jan
2022,8764365,WEST VENTURE,"Drilling Rig, semi Submersible","31,248",,1999,Panama,,Aquadrill LLC,United Kingdom,North Atlantic Norway Ltd,North Atlantic Venture Ltd,Bermuda,Aliaga,Turkey,22-Jan
2022,8768402,VEGA,"Drilling Rig, semi Submersible","30,147","25,718",2008,St Kitts & Nevis,Panama,Aquadrill LLC,United Kingdom,Seadrill Ltd,Seadrill Hungary KFT,Hungary,Alang,India,22-Apr
2022,8404599,ESPERANZA,Yacht,"2,076",,1984,Netherlands,,Greenpeace Ltd,United Kingdom,Greenpeace Council Stichting,Stichting Phoenix,Netherlands,Gijon,Spain,22-Feb
2022,8000214,PEARL,Passenger/Cruise,"18,627","9,590",1981,Togo,Malta,Saga Plc,United Kingdom,Aqua Explorer Holdings Ltd,Aqua Explorer Holdings Ltd,British Virgin Islands,Aliaga,Turkey,22-Jul
2022,9180102,BOURNE,Products Tanker,"23,328","7,966",1999,Marshall Islands,,Union Maritime Ltd-GBI,United Kingdom,Union Maritime Ltd-GBI,Ocourage Ltd,United Kingdom,Alang,India,22-May
2022,8752661,ENSCO 100,"Drilling Rig, jack up","12,460",,1986,Liberia,,Valaris Plc,United Kingdom,Valaris Plc,ENSCO Overseas Ltd-CAY,Cayman Islands,Frederikshaven,Denmark,22-Jan
2022,9499840,DS-5,Drilling Ship,"60,105","35,337",2011,Unknown,,Valaris Plc,United Kingdom,Valaris Plc,ENSCO Intercontinental GmbH,Switzerland,Aliaga,Turkey,22-Jan
2022,8753615,JACK 1,"Drilling Rig, jack up","6,782","10,224",1976,St Kitts & Nevis,Indonesia,Valaris Plc,United Kingdom,Valaris Plc,ENSCO Sarida Offshore PT,Indonesia,Alang,India,22-May
2022,9138795,JACKLYN,Ro-Ro Cargo Ship,"21,104",,2004,Marshall Islands,,Blue Origin Florida LLC,United States Of America,Blue Origin Florida LLC,Blue Origin Florida LLC,United States Of America,Brownsville,United States of America,22-Aug
2022,8711356,CARNIVAL SENSATION,Passenger/Cruise,"70,538","28,760",1993,Bahamas,,Carnival Corp,United States Of America,Carnival Cruise Line,Carnival Cruise Line,United States Of America,Aliaga,Turkey,22-Apr
2022,8711344,CARNIVAL ECSTASY,Passenger/Cruise,"70,526","29,082",1991,Panama,,Carnival Corp,United States Of America,Carnival Cruise Line,Carnival Corp,Panama,Aliaga,Turkey,22-Nov
2022,9224738,RACE,Bulk Carrier,"87,495","22,038",2002,Liberia,,Continental Vessel Brokering,United States Of America,VR Marine Management Pte Ltd,Continental Vessel Brokering,Marshall Islands,Chittagong,Bangladesh,22-Mar
2022,7710745,DOLPHIN,Fish Factory Ship,"4,428","3,567",1980,Gabon,United States of America,Evening Star Fisheries,United States of America,Evening Star Fisheries,Evening Star Fisheries,United States of America,Alang,India,22-Oct
2022,9239630,SILVER,Crude Oil Tanker,"40,343","13,242",2002,Comoros,Marshall Islands,International Seaways Inc,United States Of America,Panamax International LLC,Silvermar Ltd,Marshall Islands,Alang,India,22-Feb
2022,9275749,REY,Crude Oil Tanker,"40,038","13,382",2004,Comoros,Marshall Islands,International Seaways Inc,United States Of America,Panamax International LLC,Reymar Ltd-MAI,Marshall Islands,Alang,India,22-Apr
2022,8756631,VAN,"Drilling Rig, semi Submersible","14,105",,1982,Unknown,,Loews Corp,United States Of America,Diamond Offshore Netherlands,Diamond Offshore Drilling Ltd,Cayman Islands,Aliaga,Turkey,22-Sep
2022,8769470,JAGUAR,"Drilling Rig, semi Submersible","30,923","26,545",2009,St Kitts & Nevis,Marshall Islands,Loews Corp,United States Of America,Diamond Offshore Services Co,Diamond Offshore Ltd,Marshall Islands,Alang,India,22-Oct
2022,8751746,GRACE 1,"Drilling Rig, semi Submersible","13,451",,1975,Unknown,,Loews Corp,United States Of America,Enquest Britain Ltd,Diamond Offshore Drilling Ltd,Cayman Islands,Aliaga,Turkey,22-Nov
2022,8918136,SINGA,Passenger/Cruise,"47,413","22,157",1992,Palau,Panama,Maritime Holdings Group Inc.,United States Of America,Peace Boat,Zenith Cruise Inc,Panama,Alang,India,22-Sep
2022,7334204,MATSONIA,Container Ship (Fully Cellular/Ro-Ro Facility),"33,095","16,626",1973,United States Of America,,Matson Inc,United States Of America,Matson Navigation Co Inc,Matson Navigation Co Inc,United States Of America,Brownsville,United States of America,22-Mar
2022,8757685,BARGE NO. 27,Pipe Layer Crane Vessel,"14,755","16,325",1974,Comoros,Panama,McDermott International Inc,United States Of America,McDermott Inc,Hydro Marine Services Inc,Panama,Alang,India,22-Nov
2022,9230892,IRIA,Crude Oil Tanker,"84,598","24,882",2002,Comoros,Cayman Islands,Nordic American Tankers Ltd,United States Of America,NAT Chartering Ltd,NAT Bermuda Holdings Ltd,Bermuda,Alang,India,22-Apr
2022,9229386,LYDIA,Crude Oil Tanker,"84,586","24,913",2002,Comoros,Marshall Islands,Nordic American Tankers Ltd,United States Of America,NAT Chartering Ltd,NAT Bermuda Holdings Ltd,Bermuda,Gadani,Pakistan,22-Apr
2022,8758287,ROQU,Pipe Layer,"10,696","12,194",1973,Comoros,Vanuatu,Quanta Marine Services LLC,United States Of America,Bisso Marine LLC,Quanta Marine Services LLC,United States Of America,Alang,India,22-Mar
2022,5294307,MANISTEE,"Bulk Carrier, Self-discharging, Laker","10,516","3,466",1943,Canada,,Rand Logistics Inc,United States Of America,Grand River Navigation Co Inc,Grand River Navigation Co Inc,United States Of America,Port Colborne,Canada,22-Mar
2022,5105831,OJIBWAY,"Bulk Carrier, Laker Only","12,296",,1952,Canada,,Rand Logistics Inc,United States Of America,Lower Lakes Towing Ltd,Lower Lakes Towing Ltd,Canada,Port Colborne,Canada,22-Apr
2022,8220761,HOUSTON,Replenishment Tanker,"21,471","9,089",1985,Palau,United States of America,SEACOR Holdings Inc,United States of America,USS Chartering LLC,Houston LLC,United States of America,Alang,India,22-Apr
2022,7738589,HAYES,Research Survey Vessel,"4,388","2,329",1971,United States Of America,,United States Govt,United States Of America,United States Govt MSC,United States Govt MSC,United States Of America,Brownsville,United States of America,22-Jan
2022,4681711,PONCE,Landing Ship (Dock Type),"25,000","9,043",1971,United States Of America,,United States Govt,United States Of America,United States Govt Navy,United States Govt Navy,United States Of America,Brownsville,United States of America,22-Apr
2022,8523137,LCPL ROY M. WHEAT,Logistics Vessel (Naval Ro-Ro Cargo),"44,301","25,894",1987,United States Of America,,United States Govt,United States Of America,United States Govt MSC,United States Govt MSC,United States Of America,Brownsville,United States of America,22-Sep
2022,7720415,1ST LT. HARRY L. MARTIN,Logistics Vessel (Naval Ro-Ro Cargo),"48,626","28,463",1979,United States Of America,,United States Govt,United States Of America,United States Govt MSC,United States Govt MSC,United States Of America,Brownsville,United States of America,22-Sep
2022,8756215,WFD RIG 300,"Drilling Rig, jack up","6,726",,1974,Liberia,,White Fleet Drilling LLC,United States Of America,White Fleet Drilling LLC,White Fleet Drilling LLC,United States Of America,Pascagoula,United States of America,22-Sep
2022,9037020,LAVENDER,General Cargo Ship,"12,233","6,502",1996,Palau,Panama,Unknown,Unknown,Sea Gate Management Co SA,Pegasus Logistics Co SA,Panama,Gadani,Pakistan,22-Jan
2022,8872784,MARIA KOSMAS,Passenger/Cruise,"3,344",,1981,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Mina Rashid,United Arab Emirates,22-Jan
2022,8753433,MERCURY FOCUS,"Drilling Rig, jack up","7,171","11,342",1969,St Kitts & Nevis,Panama,Unknown,Unknown,Newbury Holdings Two Ltd,Newbury Holdings Two Ltd,Cyprus,Alang,India,22-Feb
2022,8638774,HIGH ONE,Accommodation Ship,"9,818","4,408",1980,St Kitts & Nevis,,Unknown,Unknown,High Ocean Inc,High Ocean Inc,Marshall Islands,Alang,India,22-Feb
2022,7909853,MNG CAPT JAMES COOK,Offshore Support Vessel,"4,232","2,778",1980,St Kitts & Nevis,Mongolia,Unknown,Unknown,Trinity Offshore Pte Ltd,El Shaddai Inc,British Virgin Islands,Alang,India,22-Feb
2022,9111632,QINGHAI LAKE,Crude Oil Tanker,"57,456","16,365",1996,Togo,,Unknown,Unknown,Turquoise Tankers Corp,Turquoise Tankers Corp,Marshall Islands,Chittagong,Bangladesh,22-Feb
2022,9179127,DISTYA PUSHTI,Chemical/Products Tanker,"21,165","10,223",1998,India,,Unknown,Unknown,Midas Shipping Ventures,P&Y Enterprises Pvt Ltd,India,Chittagong,Bangladesh,22-Feb
2022,9123180,BELL,Bulk Carrier,"75,264","17,649",1996,Liberia,,Unknown,Unknown,Arka Global Marine Services,Real Estate & Investment Ltd,Liberia,Chittagong,Bangladesh,22-Feb
2022,8713562,HANG,Refrigerated Cargo Ship,"11,590","6,904",1990,St Kitts & Nevis,Panama,Unknown,Unknown,Favour Ship Management Co Ltd,Chenghang International Shpg,Hong Kong,Chittagong,Bangladesh,22-Mar
2022,8223268,TRIDENT BIRD,Products Tanker,"3,764","2,000",1983,Tanzania,Unknown,Unknown,Unknown,Marble Maritime Inc,Marble Maritime Inc,Panama,Gadani,Pakistan,22-Mar
2022,8706349,LYNN S,Chemical/Products Tanker,"2,910","1,610",1990,St Vincent & The Grenadines,,Unknown,Unknown,Oryx Maritime SA,Leen Trade Co,Liberia,Unknown,Unknown,22-Mar
2022,8033297,HELSINGFORS,Fish Factory Ship,"4,378","3,930",1982,Cameroon,Georgia,Unknown,Unknown,Sundborn Management Ltd,Mont Albert Ltd,St Vincent & The Grenadines,Alang,India,22-Mar
2022,9224568,AL SALAM,Products Tanker,"28,539","9,409",2001,Tanzania (Zanzibar),,Unknown,Unknown,Vistula Shipping Inc,Vistula Shipping Inc,Marshall Islands,Chittagong,Bangladesh,22-Mar
2022,8806826,OCEANIC,Chemical/Products Tanker,"7,421","4,409",1989,Panama,,Unknown,Unknown,Hanan Shipping LLC,Sakr Shipping Inc,Marshall Islands,Gadani,Pakistan,22-Mar
2022,9200964,ANASTASIA I,Crude Oil Tanker,"58,243","16,897",2000,Panama,,Unknown,Unknown,Eastern Euro Ship Management,Anastasia Tanker Corp,Panama,Chittagong,Bangladesh,22-Mar
2022,9011301,REIN,Fish Carrier,"1,176",815,1990,Comoros,Panama,Unknown,Unknown,Unknown,CSL Maritime SA - Tokyo Branch,Japan,Alang,India,22-Apr
2022,9123415,PHOENIX 1,Bulk Carrier,"75,264","17,724",1996,Liberia,,Unknown,Unknown,Arka Global Marine Services,Ossiano Shipping Ltd,Liberia,Chittagong,Bangladesh,22-Apr
2022,9178082,PRINCESS SAMA,Chemical/Products Tanker,"4,624","2,368",1998,Unknown,Palau,Unknown,Unknown,Hanan Shipping LLC,Sama Shipping Inc,Marshall Islands,Gadani,Pakistan,22-Apr
2022,8324440,FLATBACK,Chemical/Products Tanker,"1,356",911,1984,Equatorial Guinea,,Unknown,Unknown,Unknown,Unknown,Unknown,Chittagong,Bangladesh,22-Apr
2022,8645466,HIGH TWO,Accommodation Ship,"9,273","5,660",1995,St Kitts & Nevis,,Unknown,Unknown,High Ocean Inc,High Ocean Inc,Marshall Islands,Alang,India,22-Apr
2022,9070149,SAAVI,Crude Oil Tanker,"80,130","22,350",1995,Panama,,Unknown,Unknown,Sea Star Marine Services LLC,Norita Shipping Inc,British Virgin Islands,Gadani,Pakistan,22-Apr
2022,9181211,LUCAS 7,Chemical Tanker,"3,166","1,825",1997,Cameroon,Panama,Unknown,Unknown,Superin Chemical S Pte Ltd,Samho Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,22-May
2022,8100595,CAMILLA D,Ro-Ro Cargo Ship,"10,085","5,130",1982,Unknown,St Vincent & The Grenadines,Unknown,Unknown,Moderale Trading Ltd,Moderale Trading Ltd,Cyprus,Alang,India,22-May
2022,9182045,RICK,Products Tanker,"28,077","8,761",1998,St Kitts & Nevis,Kiribati,Unknown,Unknown,Global Tech Marine Services,Hallbar Ltd,British Virgin Islands,Alang,India,22-May
2022,9149263,SPLENDOUR SAPPHIRE,Chemical/Products Tanker,"27,526","9,711",1998,Panama,,Unknown,Unknown,Splendour Marine Mgmt DMCC,Splendour Maritime Inc,Marshall Islands,Alang,India,22-May
2022,9144067,ION,Crude/Oil Products Tanker,"57,148","16,640",1998,Cameroon,,Unknown,Unknown,Duoro Shipping Ltd,Duoro Shipping Inc,Marshall Islands,Chittagong,Bangladesh,22-Jun
2022,9127710,FORTUNE,Products Tanker,"6,373","3,551",1997,Gabon,Cook Islands,Unknown,Unknown,First Fortune Global Energy Co,First Fortune Global Energy Co,Gabon,Gadani,Pakistan,22-Jun
2022,9136541,CUI HUA,Bulk Carrier,"15,073","5,491",1996,Cameroon,,Unknown,Unknown,Jia Feng International Shpg,Jia Feng International Shpg,Marshall Islands,Chittagong,Bangladesh,22-Jun
2022,9174725,CAPE SHANGHAI,Bulk Carrier,"87,614","22,396",1999,Panama,,Unknown,Unknown,Arka Global Marine Services,Real Estate & Investment Ltd,Liberia,Chittagong,Bangladesh,22-Jun
2022,9189952,ARIANA,Products Tanker,"56,245","15,672",1999,Palau,Panama,Unknown,Unknown,Saint James Shipping Ltd,Desero Shipping Corp-LIB,Liberia,Chittagong,Bangladesh,22-Jun
2022,7404229,SEA PILOT,Anchor Handling Tug Supply,"1,171",,1976,Cape Verde,,Unknown,Unknown,Unknown,Unknown,Unknown,Esbjerg,Denmark,22-Jun
2022,9066239,KIRIN,Products Tanker ,"3,058","1,883",1993,Mongolia,,Unknown,Unknown,Jin Hao Ship Management Co Ltd,Golden Luxury Corp,Belize,Chittagong,Bangladesh,22-Jul
2022,9246138,TESLA,Products Tanker,"61,653","19,864",2003,St Kitts & Nevis,Cameroon,Unknown,Unknown,Coastal Shipping Links India,Aspire Maritime Ltd,Marshall Islands,Chittagong,Bangladesh,22-Aug
2022,9125293,BONGO,Chemical Tanker,"6,253","3,189",1996,St Kitts & Nevis,Palau,Unknown,Unknown,You Young Ship Mgmt & Consult,Fortune Maker Internation Ltd,Seychelles,Alang,India,22-Aug
2022,8910067,OCEAN 02,Pipe Carrier,"2,999","2,395",1990,Panama,,Unknown,Unknown,MB Marine Pte Ltd,Ocean Eight Marine Pte Ltd,Singapore,Chittagong,Bangladesh,22-Sep
2022,9248485,URANUS,Crude Oil Tanker,"1,56,916","39,198",2002,Tanzania,Unknown,Unknown,Unknown,Tisa Shipping Ltd,Arno Lines Inc,Marshall Islands,Chittagong,Bangladesh,22-Oct
2022,8593675,BO YANG 18,Chemical/Products Tanker,"5,665","3,524",2003,Sierra Leone,China,Unknown,Unknown,Unknown,Unknown,Unknown,Chittagong,Bangladesh,22-Oct
2022,7375492,FU YI,Bulk Carrier,"22,887","8,317",1974,Gabon,China,Unknown,Unknown,Fuzhou Haixunda Shipping Co,Fuzhou Haixunda Shipping Co,China,Chittagong,Bangladesh,22-Oct
2022,9276896,TAMPEN,Platform Supply Ship,"3,325","2,882",2002,St Kitts & Nevis,St Vincent & The Grenadines,Unknown,Unknown,Prince Marine Transport Serv,Prince Marine Transport Serv,India,Alang,India,22-Nov
2022,8721155,UNTER,Fish Factory Ship,"4,407","3,917",1986,Cameroon,Belize,Unknown,Unknown,Antares MV LLC,Gelsey Investments Inc,Marshall Islands,Alang,India,22-Dec
2022,9176113,LILA KYOTO,Bulk Carrier,"87,473","21,221",1999,Liberia,,Unknown,Unknown,Arka Global Marine Services,Virgo Shipping & Trading Ltd,Liberia,Gadani,Pakistan,22-Dec
2022,9059054,CATADEAL 1,Passenger/Ro-Ro Ship (Vehicles),"3,265",,1994,Unknown,Uruguay,Balearia Eurolineas Maritimas,Uruguay,Buque Bus Espana SAU,Los Cipreses SA,Uruguay,Montevideo,Uruguay,22-Oct
2022,8996138,DA WANG,Fishing Vessel,637,,2001,Vanuatu,,Yong Feng Fishery Co Ltd,Vanuatu,Yong Feng Fishery Co Ltd,Yong Feng Fishery Co Ltd,Vanuatu,Busan,Korea (South),22-Jun
2022,7125108,LAS AVES,Fishing Vessel,"1,558",,1972,Venezuela,,Global Tuna CA,Venezuela,Global Tuna CA,Global Tuna CA,Venezuela,Unknown,Panama,22-May
2022,8667725,NGOC MINH 27-BIDV,General Cargo Ship,999,518,2009,Vietnam,,BIDV Bank for Investment,Vietnam,Ngoc Minh Chinh Shpg Co Ltd,BIDV-SuMi Trust Leasing Co,Vietnam,Unknown,Vietnam,22-Mar
2022,8666276,BINH NGUYEN 36-BLC,General Cargo Ship,999,519,2007,Vietnam,,BIDV Bank for Investment,Vietnam,HKK Shipping JSC,BIDV-SuMi Trust Leasing Co,Vietnam,Unknown,Vietnam,22-Jun
2022,8820171,PETROGAS 05,LPG Tanker,999,904,1989,Vietnam,,Opec Petrol Transportation Co,Vietnam,Opec Petrol Transportation Co,Opec Petrol Transportation Co,Vietnam,Chittagong,Bangladesh,22-Oct
2022,9124744,LADY MARGAUX,LPG Tanker,"3,516","2,300",1995,Panama,,Sellan Gas Co Ltd,Vietnam,Nhat Viet Transportation Corp,Sellan Gas Co Ltd,Vietnam,Alang,India,22-Jun
2022,9253064,SOTHYS,Crude Oil Tanker,"58,166","16,749",2003,Vietnam,,Thien An Hoa Binh Co Ltd,Vietnam,Thien An Hoa Binh Co Ltd,Thien An Hoa Binh Co Ltd,Vietnam,Gadani,Pakistan,22-Jan
2022,8665959,MARY 09,General Cargo Ship,999,515,2008,Vietnam,,Vinh Hong Ha Shipping Co Ltd,Vietnam,Vinh Hong Ha Shipping Co Ltd,Vinh Hong Ha Shipping Co Ltd,Vietnam,Unknown,Vietnam,22-Jun
2023,9172583,ALANA,Crude Oil Tanker,"79,714","22,471",1998,Antigua & Barbuda,,Alana Lines Inc,Antigua & Barbuda,Seagull Shipping Ltd,Alana Lines Inc,Antigua & Barbuda,Chittagong,Bangladesh,23-Oct
2023,9283772,SIRIUS,Products Tanker,"25,382","8,585",2004,Australia,,Australia Govt,Australia,Australia Govt AASGRP,Australia Govt Royal Navy,Australia,Kwinana,Australia,23-Jan
2023,9132923,ABDULLAH,Bulk Carrier,"26,070","7,528",1996,Bangladesh,,Kabir Steel Re-Rolling Mills,Bangladesh,Brave Royal Ship Management,Maa Shipping Pvt Ltd,Bangladesh,Chittagong,Bangladesh,23-Sep
2023,9118446,JAHAN,Bulk Carrier,"26,049","7,516",1995,Bangladesh,,Kabir Steel Re-Rolling Mills,Bangladesh,Brave Royal Ship Management,Jahan Marine Pvt Ltd,Bangladesh,Chittagong,Bangladesh,23-Oct
2023,8216722,RIOI,Refrigerated Cargo Ship,"4,878","3,149",1984,Cameroon,,Atlantic Trawlers Ltd,Belize,Atlantic Trawlers Ltd,Atlantic Trawlers Ltd,Belize,Aliaga,Turkey,23-Jul
2023,8606800,BOKE,Fishing Vessel,"1,895","1,832",1986,Guinea,,Costal Fish Industries,Belize,Costal Fish Industries,Costal Fish Industries,Belize,Aliaga,Turkey,23-Nov
2023,9001784,ARTICA,LNG Tanker,"66,174","23,667",1993,St Kitts & Nevis,Bahamas,Seapeak LLC,Bermuda,Seapeak Maritime Glasgow Ltd,Seapeak Arctic LLC,Marshall Islands,Alang,India,23-Mar
2023,9001772,LARA,LNG Tanker,"66,174","23,707",1993,Comoros,Bahamas,Seapeak Maritime Operating LLC,Bermuda,Seapeak Maritime Glasgow Ltd,Seapeak Polar LLC,Marshall Islands,Alang,India,23-Jul
2023,7370260,PETROBRAS 32,"FPSO, Oil","1,37,086","30,274",1974,Marshall Islands,,PETROBRAS,Brazil,PETROBRAS,Petrobras Netherlands BV,Netherlands,Rio Grande,Brazil,23-Dec
2023,5427784,WHITE PALM,Pilot Vessel,781,762,1963,Sao Tome & Principe False,Sierra Leone,Nemsa Services Ltd,British Virgin Islands,Nemsa Services Ltd,Nemsa Services Ltd,British Virgin Islands,Alang,India,23-Dec
2023,7306647,CARRIER PRINCESS,Rail Vehicles Carrier,"5,295",,1973,Canada,,Seaspan ULC,Canada,Seaspan Ferries Corp,Seaspan Ferries Corp,Canada,Port Mellon,Canada,23-Mar
2023,8813609,VEN C,Container Ship (Fully Cellular),"9,949","4,394",1989,Gabon,Liberia,Orient International NSN,China,Shanghai Xin Hai Shipping Co,Xin Hai Hui Shipping Corp,Liberia,Alang,India,23-Jan
2023,8639792,FAGRI,Cutter Suction Dredger,"3,550",8,1985,St Kitts & Nevis,China,ZPMC,China,CHEC Tianjin Dredging Corp,CHEC Tianjin Dredging Corp,China,Alang,India,23-Feb
2023,8921420,ZHO,Bulk Carrier,"23,277","6,729",1990,St Kitts & Nevis,China,Ningbo Marine Group Co Ltd,China,Ningbo Marine Group Co Ltd,Ningbo Marine Group Co Ltd,China,Alang,India,23-Sep
2023,1024546,LONG,General Cargo Ship,"6,696","2,931",2006,St Kitts & Nevis,China,Tianjin Dongsheng Shipping,China,Tianjin Dongsheng Shipping,Tianjin Dongsheng Shipping,China,Alang,India,23-Sep
2023,8754138,E DRILL,"Drilling Rig, semi Submersible","6,056","4,904",1977,St Kitts & Nevis,Liberia,Shandong Ocean Investment,China,Blue Ocean Offshore,Blue Ocean Offshore Services,Hong Kong,Alang,India,23-Sep
2023,8833893,MING ZHOU,Bulk Carrier,"31,638","13,370",1990,Palau,,Ningbo Marine Group Co Ltd,China,Ningbo Marine Co Ltd,Ningbo Marine Co Ltd,China,Alang,India,23-Oct
2023,1026740,YUAN,General Cargo Ship,"6,661","3,331",2007,St Kitts & Nevis,China,Lianyungang Huamin Shipping,China,Lianyungang Huamin Shipping,Lianyungang Huamin Shipping,China,Alang,India,23-Nov
2023,9070163,XIN FENG,Container Ship (Fully Cellular),"29,195","10,316",1995,Palau,China,Trawind Shipping Logistics,China,Trawind Shipping Logistics,Dalian Trawind Shipping Co Ltd,China,Alang,India,23-Dec
2023,8700395,JOINT LUCK,Products Tanker,"3,491","2,063",1987,Gabon,Unknown,Wang J,China,Hongkong Hanxing Intl Holding,Bravo X Shipping Ltd,Hong Kong ,Chittagong,Bangladesh,23-Jan
2023,8806278,HONOR LUCK,Products Tanker,"3,127","1,760",1988,Panama,,Wang Q,China,Hongkong Hanxing Intl Holding,Star Galaxy Enterprises Corp,Anguilla,Chittagong,Bangladesh,23-Jan
2023,7525451,NING FENG 316,Bulk Carrier,"29,286","11,350",1977,Sierra Leone,China,Fuhai Shipping Co,China,Fuhai Shipping Co,Fuhai Shipping Co,China,Chittagong,Bangladesh,23-Feb
2023,9220237,SAM,Bulk Carrier,"91,178","24,181",2003,St Kitts & Nevis,Liberia,China Huarong Financial,China,SAMC Shipping Asset Mgmt HK Co,Channel 7 Holding Ltd,Hong Kong ,Chittagong,Bangladesh,23-Mar
2023,9070292,YU HAI,Bulk Carrier,"11,042","5,017",1995,Mongolia,China,Pan-Flying Enterprise,China,Pan-Flying Shipping Ltd,Pan-Flying Shipping Ltd,Hong Kong,Chittagong,Bangladesh,23-Apr
2023,9177521,Z STAR,General Cargo Ship,"15,529","7,379",1999,Gabon,China,Pingtan Shanghang Shipping Co,China,Pingtan Shanghang Shipping Co,Pingtan Shanghang Shipping Co,China,Chittagong,Bangladesh,23-Apr
2023,8323599,YUNG DA FA 102,Refrigerated Cargo Ship,"2,829","1,736",1984,Mongolia,Panama,Chen Z,China,Long Capital International Ltd,Long Capital International Ltd,Hong Kong,Chittagong,Bangladesh,23-Apr
2023,9205794,IDA,Products Tanker,"23,370","9,828",1999,Palau,China,Changjiang National Shipping,China,Nanjing Tanker Corp,Nanjing Tanker Corp,China,Chittagong,Bangladesh,23-Apr
2023,9131216,HONG YANG,General Cargo Ship,"28,148","11,884",1998,St Kitts & Nevis,China,Ningbo Hongsheng Shipping Co,China,Ningbo Hongsheng Shipping Co,Ningbo Hongsheng Shipping Co,China,Chittagong,Bangladesh,23-Apr
2023,8710132,GLEN,Refrigerated Cargo Ship,"4,939","3,185",1988,St Kitts & Nevis,Panama,China National Fisheries Corp,China,East Maritime Services Co Ltd,Shunhang International Shpg Co,Hong Kong,Chittagong,Bangladesh,23-Apr
2023,8821149,OCEAN SMART 1,Bulk Carrier,"36,269","10,019",1989,Panama,,Ningbo Longsheng Shpg Co Ltd,China,Seacon Ships Management Ningbo,Ocean Smart HK Ltd,"Hong Kong, China",Chittagong,Bangladesh,23-May
2023,9050292,HAI CHANG,Bulk Carrier,"26,381","7,585",1995,Panama,,Cheng X,China,Haichang Shipping Ltd,Haichang Shipping Ltd,"Hong Kong, China",Chittagong,Bangladesh,23-May
2023,1014084,XIN ZHOU SHAN,Container Ship (Fully Cellular),"6,930","3,455",2004,Sierra Leone,China,Peace Ocean Shipping SA,China,Zhoushan Hefeng Shipping Co,Zhoushan Hefeng Shipping Co,China,Chittagong,Bangladesh,23-May
2023,9177519,SHANG HANG 68,General Cargo Ship,"15,525","7,379",1998,Sierra Leone,China,Ruitong Shipping Pingtan Co,China,Ruitong Shipping Pingtan Co,Ruitong Shipping Pingtan Co,China,Chittagong,Bangladesh,23-May
2023,9168491,GREAT WENXIAN,Bulk Carrier,"26,058","7,468",1998,Panama,,Fujian Hengfeng Shipping Co,China,Fujian Hengfeng Shipping Co,Ocean Natural Ltd,Hong Kong,Chittagong,Bangladesh,23-May
2023,7601449,XIANG JIANG 6,Bulk Carrier,"18,328","7,290",1977,Sierra Leone,China,Fujian Changhe Shipping Co Ltd,China,Fujian Changhe Shipping Co Ltd,Fujian Changhe Shipping Co Ltd,China,Chittagong,Bangladesh,23-May
2023,9060223,OCEAN GREAT,Bulk Carrier,"17,429","6,311",1993,Panama,,Hengfa Shipping Inc,China,Hengfa Shipping Inc,Ocean Rich International Shpg,Hong Kong ,Chittagong,Bangladesh,23-May
2023,9011193,FORTUNE,Wood Chips Carrier,"39,219","9,576",1991,Comoros,Panama,Zhang J,China,HW Ship Management Co Ltd,Uniwell Nav Development Ltd,China,Chittagong,Bangladesh,23-Jun
