BUILT,PREVIOUS_FLAG,RO_COUNTRY,TYPE,REGISTERED_OWNER,GT,IMO,ARRIVAL,COMMERCIAL_OPERATOR,LDT,BO_COUNTRY,COUNTRY,YEAR,LAST_FLAG,BENEFICIAL_OWNER,PLACE,NAME
2006.0,China,China,Bulk Carrier,Ni YG,"6,927",1074620,24-Aug,Ni YG,"3,278",China,Bangladesh,2024,Sierra Leone,Ni YG,Chittagong,MING JIN 1
1990.0,Cameroon,China,Refrigerated Cargo Ship,Hai Ling Shipping Hong Kong,"9,070",8907888,24-Jul,Hai Ling Shipping Hong Kong,"5,111",China,Bangladesh,2024,Comoros,China Govt,Chittagong,AN TON
2009.0,China,China,Bulk Carrier,Xiamen Hong Tai Shipping Co,"8,333",1073406,24-Jul,Xiamen Hong Tai Shipping Co,"3,232",China,Bangladesh,2024,Gabon,Xiamen Hong Tai Shipping Co,Chittagong,TAI 97
2008.0,China,China,General Cargo Ship,Fujian Hongshuo Shipping Co,"7,459",1067691,24-Jul,Fujian Hongshuo Shipping Co,"3,399",China,Bangladesh,2024,Sierra Leone,Fujian Hongshuo Shipping Co,Chittagong,YUN SHUO 7
2004.0,,Marshall Islands,General Cargo Ship,Seiyo Star Co Ltd,"2,556",9335214,24-Jul,Seiyo Express Co Ltd,"1,377",China,Bangladesh,2024,Panama,Sea Carrier Shipping Co Ltd,Chittagong,EVER EXPRESS
2020.0,China,China,Aggregates Carrier,Lin KH,"7,006",1062665,24-Jul,Lin KH,"3,947",China,Bangladesh,2024,St Kitts & Nevis,Lin KH,Chittagong,XIANG
1996.0,China,China,LPG Tanker,Shanghai Huachen Shpg Co Ltd,"2,203",9146845,24-Jun,Shanghai Huachen Shpg Co Ltd,"1,909",China,Bangladesh,2024,Gabon,Shanghai Huachen Shpg Co Ltd,Chittagong,XING TONG 313
2005.0,China,China,General Cargo Ship,Xiamen Yuntailong Shipping Co,"4,534",1067067,24-Jun,Xiamen Yuntailong Shipping Co,"2,091",China,Bangladesh,2024,Gabon,Xiamen Yuntailong Shipping Co,Chittagong,YUN TAI LONG 66
1994.0,,China,Container Ship (Fully Cellular),Fujian Foreign Trade Centre,"4,879",8876431,24-Jun,Fujian Xinan Shipping Co Ltd,"2,404",China,Bangladesh,2024,China,China Fujian Foreign Trade,Chittagong,KAI 1
2008.0,China,China,Bulk Carrier,Maoming Haojiang Shipping Co,"7,719",1066087,24-Jun,Maoming Haojiang Shipping Co,"3,328",China,Bangladesh,2024,Gabon,Maoming Haojiang Shipping Co,Chittagong,XIN HAO JIANG 206
2006.0,China,China,Container Ship (Fully Cellular),Hainan Zhongda Shipping,"8,911",1060904,24-May,Hainan Zhongda Shipping,"3,981",China,Bangladesh,2024,Sierra Leone,Hainan Zhongda Shipping,Chittagong,ZHONG HONG DA 1
2004.0,China,China,General Cargo Ship,Xiamen Haishunfeng Shipping Co,"6,476",1064467,24-May,Xiamen Haishunfeng Shipping Co,"3,402",China,Bangladesh,2024,Gabon,Xiamen Haishunfeng Shipping Co,Chittagong,HAI SHUN FENG 8
2013.0,,China,General Cargo Ship,Guangxi Evergreen Shipping,"12,799",1061403,24-May,Guangxi Evergreen Shipping,"5,776",China,Bangladesh,2024,China,Guangxi Evergreen Shipping,Chittagong,BEI FANG MING ZHU
1998.0,China,China,Container Ship (Fully Cellular),Shanghai Jihai Shipping Co Ltd,"3,772",9203875,24-May,Shanghai Jihai Shipping Co Ltd,"2,175",China,Bangladesh,2024,Gabon,SIPG Changjiang Port Logistics,Chittagong,JI HAI ZHONG SHAN
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8798328,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 112
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8798304,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 817
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,648,8798134,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 813
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,648,8798110,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 812
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8798093,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 810
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8797855,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 107
1993.0,,China,LPG Tanker,Guangxi Zhenghai Shipping Co,"1,377",9072757,24-Jun,Guangxi Zhenghai Shipping Co,0,China,China,2024,China,Guangxi Zhenghai Shipping Co,Xinhui,YU TIAN NO. 6
2001.0,,China,Fishing Vessel,Zhoushan Hanyi Deep-Sea,616,8775986,24-Mar,Zhoushan Hanyi Deep-Sea,0,China,China,2024,China,Zhoushan Hanyi Deep-Sea,Zhoushan,HAN YI 3
1994.0,,China,General Cargo Ship,Donggang Development Zone,"2,453",8882911,24-Feb,Dandong Marine Shipping Co Ltd,0,China,China,2024,China,Donggang Development Zone,Jiangyin,MING YUE
1993.0,China,China,Bulk Carrier,Guoneng Yuanhai Shpg Tianjin,"36,557",9066708,24-Nov,Guoneng Yuanhai Shpg Tianjin,"9,713",China,Bangladesh,2024,St Kitts & Nevis,China Shenhua Energy Co Ltd,Chittagong,NING HUA
2006.0,China,China,General Cargo Ship,Fujian Chunchao Shipping Co Lt,"6,071",1077189,24-Nov,Fujian Chunchao Shipping Co Lt,"2,736",China,Bangladesh,2024,Gabon,Fujian Chunchao Shipping Co Lt,Chittagong,CHUN CHAO 9
2005.0,China,China,General Cargo Ship,Hubei Sinotrans Bulk Cargo,"6,339",1086843,24-Nov,Hubei Sinotrans Bulk Cargo,"2,881",China,Bangladesh,2024,Gabon,Hubei Sinotrans Bulk Cargo,Chittagong,YUN DA HAI
2005.0,China,China,General Cargo Ship,Changjiang Transportation Tech,"6,487",9353400,24-Nov,Changjiang Transportation Tech,"2,943",China,Bangladesh,2024,Gabon,Changjiang National Shipping,Chittagong,CHANG FEI HAI
1994.0,China,China,Bulk Carrier,Jiahang Shpg/Yuguang/He JF,"25,498",9070785,24-Sep,Taizhou Gia Shipping Co Ltd,"7,809",China,Bangladesh,2024,St Kitts & Nevis,Taizhou Gia Shipping Co Ltd,Chittagong,SHUN DA FA ZHAN
1992.0,China,China,Passenger/Ro-Ro Ship (Vehicles),China-Japan Intl Ferry Co Ltd,"14,410",9030632,24-Aug,China-Japan Intl Ferry Co Ltd,"5,903",China,Bangladesh,2024,St Kitts & Nevis,China COSCO Shipping Corp Ltd,Chittagong,SU ZHOU HAO
2008.0,China,China,General Cargo Ship,Shanghai Ronghe Dianke Leasing,"10,346",1067287,24-Aug,Shanghai Ronghe Dianke Leasing,"4,296",China,Bangladesh,2024,Gabon,Shanghai Ronghe Dianke Leasing,Chittagong,HONG DA XIN 7
1991.0,,China ,Container Ship (Fully Cellular),Fujian Zhonghang Shpg Co Ltd,"16,236",9008536,24-Jan,Fujian Zhonghang Shpg Co Ltd,"6,710",China ,Bangladesh,2024,Gabon,Fujian Zhonghang Shpg Co Ltd,Chittagong,JIN YUAN HE
1977.0,China ,China ,Bulk Carrier,Tianjin Yuanhua Shipping Co,"28,561",7525463,24-Jan,Tianjin Yuanhua Shipping Co,"11,247",China ,Bangladesh,2024,Sierra Leone,China Govt,Chittagong,SONG
2007.0,China ,China ,General Cargo Ship,Xiamen Yichengda Shipping Co,"8,726",1044297,24-Jan,Xiamen Yichengda Shipping Co,"4,301",China ,Bangladesh,2024,Gabon,Xiamen Yichengda Shipping Co,Chittagong,YI CHENG 58
2007.0,,Hong Kong,Container Ship (Fully Cellular),Guo Xiang Shippig Ltd,"6,253",9422574,24-Jul,Guangzhou Zhongrun Shipping Co,"3,585",China,Pakistan,2024,Hong Kong,China United Lines Ltd,Gadani,FAR EAST GRACE
1995.0,China,China,Container Ship (Fully Cellular),Xiamen Port Shipping Co Ltd,"28,892",9064798,24-Jan,Xiamen Port Shipping Co Ltd,"11,618",China,Pakistan,2024,St Kitts & Nevis,Xiamen Port Shipping Co Ltd,Gadani,HONG
1992.0,Panama,Hong Kong,Refrigerated Cargo Ship,Hong Kong Hoi Shun Import,"9,829",9045948,24-Nov,Zhoushan Ningtai Ocean Fish,"5,538",China,India,2024,St Kitts & Nevis,Lin C & Wu X,Alang,STAR
2007.0,China,China,Articulated Pusher Tug,Unknown,"1,920",1076410,24-Oct,Unknown,"1,721",China,India,2024,St Kitts & Nevis,Unknown,Alang,HAI TUO
2008.0,China,China,Articulated Pusher Tug,Unknown,"1,920",1076422,24-Oct,Unknown,"1,721",China,India,2024,St Kitts & Nevis,Unknown,Alang,YU HAI TO
1975.0,Liberia,China,"Production Platform, semi submersible",CNOOC FPSO Holding Ltd,"17,537",8756629,24-May,China National Offshore Oil,"16,327",China,India,2024,Comoros,China National Offshore Oil,Alang,TIAO ZHAN
1999.0,,China,Bulk Carrier,Tianjin Dongjiang Shpg Co Ltd,"39,385",9175315,24-Sep,Tianjin Dongjiang Shpg Co Ltd,"11,584",China,China,2024,China,Tianjin Changming Shpg Group,Xinhui,DONG JIANG XIANG
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8799528,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 120
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8799516,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 119
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8799504,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 117
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8799499,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 116
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8799372,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 118
2013.0,,China,Fishing Vessel,Shandong Lanyue Ocean Fishery,651,8798342,24-Jul,Shandong Lanyue Ocean Fishery,0,China,China,2024,China,Shandong Lanyue Ocean Fishery,Shidao,LU RONG YUAN YU 115
1975.0,,Cyprus,Bucket Ladder Dredger,Whiteform Contracts Ltd,"1,496",7397593,24-May,Whiteform Contracts Ltd,"1,870",Cyprus,Turkey,2024,Tanzania (Zanzibar),Whiteform Contracts Ltd,Aliaga,PILGRIM
1984.0,,Panama,Refrigerated Cargo Ship,Carpe Marine Group SA,"12,411",8311120,24-Sep,Cool Carriers AB,"6,974",Cyprus,India,2024,Bahamas,Cool Carriers AB,Alang,ICE RUNNER
1986.0,,Panama,Refrigerated Cargo Ship,Mayfield Shipping Corp,"9,749",8408882,24-Aug,Acheon Akti Navigation Co Ltd,"5,358",Cyprus,India,2024,Bahamas,Acheon Akti Navigation Co Ltd,Alang,TROPICAL SKY
1986.0,,Marshall Islands,General Cargo Ship (Open Hatch),Aruba Pearl Shipping Co Ltd,"28,239",8313702,24-Feb,SMT Shipping Cyprus Ltd,"11,722",Cyprus,India,2024,Bahamas,GBSMT Ltd,Alang,BONTRUP EMIRATES
1985.0,,Panama,Refrigerated Cargo Ship,Whisper Mariner Corp,"12,401",8311118,24-Jan,Cool Carriers AB,"6,984",Cyprus,India,2024,Bahamas,Cool Carriers Ltd,Alang,ICE RIVER
1970.0,,Colombia,General Cargo Ship,Howard & Cia S en CS,"1,880",7032246,24-Apr,Howard & Cia S en CS,0,Colombia,Unknown,2024,Colombia,Howard & Cia S en CS,Unknown,CARIBBEAN EXPRESS
1998.0,,Liberia,General Cargo Ship,RTA Changsha Ltd,"18,207",9150303,24-Mar,RTA Changsha Ltd,"9,346",China ,Pakistan,2024,Panama,Rongtua Holding Pte Ltd,Gadani,RONG DA CHANG SHA
2005.0,,Marshall Islands,General Cargo Ship,G Harmony Ltd,"24,960",9309514,24-Jan,Glory Ships Co Ltd,"11,312",China ,Pakistan,2024,Panama,Sea Star Ships Management,Gadani,G HARMONY
2017.0,China ,China ,Aggregates Carrier,Fujian Yidesheng Shipping Co,"6,693",1042988,24-Jan,Fujian Yidesheng Shipping Co,"3,492",China ,India,2024,St Kitts & Nevis,Fujian Yidesheng Shipping Co,Alang,ZE SHENG
1991.0,Panama,Hong Kong ,Refrigerated Cargo Ship,HongKong Shunze International,"11,658",8816156,24-Jan,Hong Kong Tian Cheng Intl Ship,"7,006",China ,India,2024,St Kitts & Nevis,HongKong Shunze International,Alang,ZE LENG
1992.0,,China ,General Cargo Ship,Xiamen Hong Tai Shipping Co,"6,997",9049164,24-Jan,Xiamen Hong Tai Shipping Co,0,China ,China ,2024,"China, People's Republic Of",Xiamen Hong Tai Shipping Co,Unknown,DE SHENG 9
1987.0,,China ,Fishing Vessel,Qingdao Furui Fisheries Co Ltd,577,8618762,24-Jan,Qingdao Furui Fisheries Co Ltd,509,China ,China ,2024,China ,Qingdao Furui Fisheries Co Ltd,Unknown,QING YUAN YU 012
1992.0,China ,China ,Bulk Carrier,Shanghai Yang Pu Zhe Hai Shpg,"13,696",9032707,24-Mar,Shanghai Yang Pu Zhe Hai Shpg,"5,119",China ,Bangladesh,2024,Sierra Leone,Yangpu Zhehai Shipping Co,Chittagong,XIN XIANG RUI
1995.0,,Hong Kong ,Bulk Carrier,EZ Shipping Ltd,"24,550",9071595,24-Mar,EZ Shipping Ltd,"7,371",China ,Bangladesh,2024,Panama,Xu D,Chittagong,EZ FORTUNA
1994.0,,Hong Kong ,Container Ship (Fully Cellular),New Century Shipping Hong Kong,"4,879",9112416,24-Feb,New Century Shipping Hong Kong,"2,395",China ,Bangladesh,2024,Sierra Leone,New Century Shipping Hong Kong,Chittagong,DONG FANG
2007.0,China,China ,General Cargo Ship,Lianyungang Hengrong Shipping,"9,474",1036795,24-Feb,Lianyungang Hengrong Shipping,"4,635",China ,Bangladesh,2024,St Kitts & Nevis,Lianyungang Hengrong Shipping,Chittagong,LUFFY
1993.0,Antigua & Barbuda,Antigua & Barbuda,Container Ship (Fully Cellular),Spirit of Africa Shipping Co,"10,736",9063988,24-Jun,Tom Worden GmbH & Co KG,"5,723",Germany,India,2024,St Kitts & Nevis,Navalis Shipping GmbH & Co KG,Alang,BORD
1982.0,,Germany,Products Tanker,BOT Broering Oil Trans GmbH,676,8124503,24-Dec,BOT Broering Oil Trans GmbH,444,Germany,Denmark,2024,Germany,Broring Beteiligungs mbH,Esbjerg,SIRIUS
1984.0,,Germany,General Cargo Ship,Shipping Inside GmbH & Co KG,"1,372",8222185,24-Sep,Shipping Inside GmbH & Co KG,734,Germany,Denmark,2024,Cyprus,Jeske L,Grenaa,HAITHABU
2000.0,Cameroon,Seychelles,Shuttle Tanker,Sorni Shipping Co Ltd,"80,086",9183271,24-Oct,Sorni Shipping Co Ltd,"23,236",Georgia,Bangladesh,2024,St Kitts & Nevis,FTL Shipmanagement Co Ltd,Chittagong,ION
1988.0,,France,Frigate,France Govt Marine Nationale,,4544860,24-Feb,France Govt Marine Nationale,"4,500",France,France,2024,France,France Govt,Bassens,CASSARD
1984.0,,France,Frigate,France Govt Marine Nationale,,4544913,24-Jan,France Govt Marine Nationale,"4,500",France,France,2024,France,France Govt,Bassens,JEAN DE VIENNE
1979.0,Gabon,Gabon,"FSO, Oil",Perenco Oil & Gas Gabon SA,"1,53,124",7385112,24-Jun,Perenco Oil & Gas Gabon SA,"41,716",France,Bangladesh,2024,St Kitts & Nevis,Perenco SA,Chittagong,FERN
1985.0,,Belize,Refrigerated Cargo Ship,Tambels Ltd-BZE,"3,402",8320585,24-Jul,Tambels Ltd-BZE,0,Estonia,Turkey,2024,Palau,Norfos Shipping Ltd,Aliaga,ATLA
1983.0,,Estonia,Anchor Handling Tug Supply,Alfons Hakans AS,"2,322",8211576,24-Feb,Alfons Hakans AS,0,Estonia,Latvia,2024,Cyprus,Alfons Hakans AS,Liepaja,HERMES
1983.0,,Egypt,Offshore Tug/Supply Ship,Misr Gulf Shipping & Offshore,936,8215065,24-Apr,Misr Gulf Shipping & Offshore,0,Egypt,Unknown,2024,Egypt,MISR Gulf Shipping & Offshore,Unknown,MISR GULF V
1996.0,Egypt,Egypt,Container Ship (Fully Cellular),CORPLEASE,"16,801",9105970,24-Aug,Mahoney Shipping & Marine Serv,"7,771",Egypt,India,2024,St Kitts & Nevis,CORPLEASE,Alang,Y GLORY
1998.0,,Denmark,Container Ship (Fully Cellular),Maersk A/S,"14,120",9164237,24-Jul,Maersk A/S,"6,122",Denmark,Turkey,2024,Denmark (Dis),Moller AP,Aliaga,ALEXANDER MAERSK
2001.0,,Denmark,Container Ship (Fully Cellular),Maersk A/S,"30,166",9215165,24-May,Maersk A/S,"6,314",Denmark,Turkey,2024,Denmark (Dis),Moller-Maersk A/S,Aliaga,JEPPESEN MAERSK
1992.0,,Liberia,Bulk Carrier,4Brother's Shipping Ltd,"21,941",9000302,24-Oct,Eastern Star Shipping,"6,925",Denmark,India,2024,Belize,Janchart Shipping A/S,Alang,MY MERAY
1973.0,,Denmark,Trailing Suction Hopper Dredger,NCC Industry A/S,630,7320485,24-Jul,NCC Industry A/S,0,Denmark,Denmark,2024,Denmark,NCC Industry A/S,Frederikshavn,NORDIA-N
1973.0,,Denmark,Fishing Vessel,Schmidt RH,516,7368970,23-Dec,Schmidt RH,0,Denmark,Denmark,2024,Denmark,Schmidt RH,Grenaa,SUSANITA
1994.0,Sierra Leone,Hong Kong,Bulk Carrier,YH Princess Shipping Co Ltd,"37,550",9079145,24-Jan,YH Princess Shipping Co Ltd,"9,987",Hong Kong,Pakistan,2024,St Kitts & Nevis,YH Princess Shipping Co Ltd,Gadani,TUNE
1994.0,Sierra Leone,Hong Kong,Chemical/Products Tanker,Elay Marine Ltd,"5,677",9016923,24-May,Elay Marine Ltd,"3,535",Hong Kong,India,2024,St Kitts & Nevis,Elay Marine Ltd,Alang,KEL
1996.0,Panama,Hong Kong,Bulk Carrier,LT Princess Shipping Co Ltd,"36,559",9120059,24-Nov,LT Princess Shipping Co Ltd,"9,214",Hong Kong,Bangladesh,2024,St Kitts & Nevis,LT Princess Shipping Co Ltd,Chittagong,RINCE
1999.0,Belize,Hong Kong,Crude Oil Tanker,Ushba Shipping Ltd,"57,925",9187435,24-Aug,Ushba Shipping Ltd,"16,696",Hong Kong,Bangladesh,2024,Comoros,Ushba Shipping Ltd,Chittagong,INDU
1994.0,Hong Kong,Hong Kong,Container Ship (Fully Cellular),Jiyuan Shipping Ltd-HKG,"7,167",9037214,24-Jun,Jipeng Fuzhou Ship Management,"4,476",Hong Kong,Bangladesh,2024,St Kitts & Nevis,Grandfame Ship Management Ltd,Chittagong,YUA
1984.0,Panama,Hong Kong,Refrigerated Cargo Ship,Hai Ling Shipping Hong Kong,"2,383",9097056,24-May,Hai Ling Shipping Hong Kong,"1,568",Hong Kong,Bangladesh,2024,Mongolia,Hai Ling Shipping Hong Kong,Chittagong,HONG YING
1991.0,,Liberia,General Cargo Ship,Voyager Bulkers SA,"7,989",9007350,24-Apr,BOS Shipping SA,"3,287",Honduras,Pakistan,2024,Togo,BOS Shipping SA,Gadani,BOS LINA
1977.0,Greece,Netherlands,General Cargo Ship,El Greco Maritime Co,"1,769",7612668,24-Dec,El Greco Maritime Co,0,Greece,Turkey,2024,Togo,Kagiafas Marine Co,Aliaga,LEN
1975.0,Greece,Greece,Chemical Tanker,Demotank Shipping,"2,117",7414286,24-Nov,Demotank Shipping,"1,244",Greece,Turkey,2024,Togo,Demotank Shipping,Aliaga,PROMITHEAS
1984.0,,Greece,Tug,Thisseas Shipping,481,8523357,24-Sep,Gigilinis Salvage & Towage,0,Greece,Turkey,2024,Greece,Gigilinis Shipping Group,Aliaga,TITAN
1967.0,,Greece,Platform Supply Ship,Christos XXXII Spanopoulos,590,6724713,24-Sep,Ignatios Spanopoulos SA,0,Greece,Turkey,2024,Greece,Spanopoulos Group SA,Aliaga,ISTOS X
1977.0,,Liberia,General Cargo Ship,Usta Shipping Co,"2,551",7525592,24-Jul,Romarine Europe Ltd,0,Greece,Turkey,2024,Comoros,Romarine Europe Ltd,Aliaga,DIAA
2003.0,,Liberia,Container Ship (Fully Cellular),Rosehill Shipholding Inc,"9,528",9235622,24-Mar,CMA CGM SA The French Line,"4,852",Greece,Turkey,2024,Liberia,Contships Management Inc,Aliaga,CONTSHIP PRO
1975.0,Panama,British Virgin Islands,Yacht,Sea Fleurs Ltd,"1,293",7402465,24-Feb,SSH Maritime Management Ltd,0,Greece,Turkey,2024,Togo,SSH Maritime Management Ltd,Aliaga,AFTHONIA V
1999.0,,Liberia,Chemical/Products Tanker,Aquila Marine Inc,"23,843",9192765,24-Sep,Roswell Tankers Corp,"8,084",Greece,India,2024,Panama,Simplicity Enterprises Inc,Alang,AQUILA
1992.0,,Marshall Islands,Refrigerated Cargo Ship,Papigo Shipping Corp,"13,049",9015216,24-Jun,Chartworld Shipping Corp,"7,630",Greece,India,2024,Bahamas,Chartworld Shipping Corp,Alang,STREAM
1996.0,Bahamas,Bahamas,LNG Tanker,MCGC International,"20,519",9060534,24-Sep,Humpuss Intermoda PT,"8,168",Indonesia,Bangladesh,2024,Niue,Humpuss Intermoda PT,Chittagong,SURYA A
1996.0,Indonesia,Indonesia,Bulk Carrier,Indah Bima Prima,"38,232",9123128,24-Jul,Andhika Lines,"10,308",Indonesia,Bangladesh,2024,St Kitts & Nevis,Andhika Lines,Chittagong,NARESWAR
1983.0,Tuvalu,Indonesia,Limestone Carrier,Indobaruna Bulk Transport PT,"15,631",8220125,24-May,Indobaruna Bulk Transport PT,0,Indonesia,Bangladesh,2024,Comoros,Indobaruna Bulk Transport PT,Chittagong,TITAN
1991.0,Indonesia,Indonesia,Container Ship (Fully Cellular),Meratus Line PT,"17,610",9014092,24-Apr,Meratus Line PT,"7,291",Indonesia,Bangladesh,2024,Comoros,Meratus Line PT,Chittagong,MEDAN 2
1993.0,Indonesia,Indonesia,Products Tanker,Atamimi Group of Companies,"12,317",9045431,24-Feb,Atamimi Group of Companies,"4,759",Indonesia,Bangladesh,2024,Comoros,Atamimi Group of Companies,Chittagong,JOHN C
1993.0,,Indonesia,Container Ship (Fully Cellular),Caraka Tirta Perkasa PT,"9,601",8912730,24-Jan,Caraka Tirta Perkasa PT,"5,256",Indonesia,Bangladesh,2024,St Kitts & Nevis,Caraka Tirta Perkasa PT,Chittagong,P DELTA
1991.0,,Indonesia,Ro-Ro Cargo Ship,Duta Shipping International PT,"16,350",9033751,24-Jan,Duta Shipping International PT,"5,913",Indonesia,Bangladesh,2024,Indonesia,Repindo Jagad Raya PT,Chittagong,DUTA 1
1973.0,Liberia,India,"Production Platform, semi submersible",Aban Offshore Ltd,"12,286",8755508,24-May,Aban Offshore Ltd,"9,445",India,India,2024,St Kitts & Nevis,Aban Offshore Ltd,Alang,TAHARA
1998.0,India,India,Anchor Handling Tug Supply,Hind Offshore Pvt Ltd,"2,599",9172284,24-Apr,Hind Offshore Pvt Ltd,"2,606",India,India,2024,Palau,Hind Offshore Pvt Ltd,Alang,DARK KNIGHT
1991.0,,India,General Cargo Ship,Arkay Logistics Ltd,"1,491",8845494,24-Feb,Arkay Logistics Ltd,796,India,India,2024,India,Essar Shipping Ltd,Alang,NAND RAJGADI
2001.0,Cameroon,Panama,Crude Oil Tanker,Aegean Shipping Corp,"62,385",9213301,24-Oct,Darya Shipping Pvt Ltd,"18,860",India,Bangladesh,2024,St Kitts & Nevis,Darya Shipping Pvt Ltd,Chittagong,RADA
1996.0,,India,Bulk Carrier,Apeejay Shipping Ltd,"36,559",9128817,24-Jul,Apeejay Shipping Ltd,"9,126",India,Bangladesh,2024,India,Apeejay Shipping Ltd,Chittagong,APJ MAHAKALI
1998.0,India,India,Products Tanker,Shipping Corp of India Ltd,"21,827",9170432,24-Apr,Shipping Corp of India Ltd,"8,542",India,Bangladesh,2024,St Kitts & Nevis,Shipping Corp of India Ltd,Chittagong,SWARAJYA
1999.0,,United Arab Emirates,Bulk Carrier,International Shpg & Logistics,"38,835",9207326,24-Mar,International Shpg & Logistics,"10,177",India,Bangladesh,2024,Liberia,TM International Logistics Ltd,Chittagong,ISL STAR
2000.0,,Iceland,Fishing Vessel,Vinnslustodin hf,"2,000",9211688,24-Oct,Vinnslustodin hf,0,Iceland,Denmark,2024,Iceland,Vinnslustodin hf,Esbjerg,ISLEIFUR
1978.0,,Iceland,Fishing Vessel,Eskja hf,"1,693",7728601,24-May,Eskja hf,0,Iceland,Denmark,2024,Iceland,Eskja hf,Esbjerg,JON KJARTANSSON
1975.0,,Italy,Passenger/Ro-Ro Ship (Vehicles),Tita Two Srl,"12,107",7360617,24-May,Corsica Ferries SAS,0,Italy,Turkey,2024,Italy,Tourship Group,Aliaga,SARDINIA VERA
1974.0,,Italy,Passenger/Ro-Ro Ship (Vehicles),Moby SpA,"12,187",7360605,24-Apr,Moby SpA,"5,479",Italy,Turkey,2024,Italy,Moby SpA,Aliaga,MOBY VINCENT
1983.0,,Italy,Frigate,Italy Govt Navy,,4568971,24-Mar,Italy Govt Navy,"3,251",Italy,Turkey,2024,Italy,Italy Govt,Aliaga,SCIROCCO
1982.0,,Italy,Frigate,Italy Govt Navy,,4568945,24-Mar,Italy Govt Navy,"3,251",Italy,Turkey,2024,Italy,Italy Govt,Aliaga,MAESTRALE
1995.0,,Italy,Frigate,Italy Govt Navy,,4569042,24-Mar,Italy Govt Navy,"2,525",Italy,Turkey,2024,Italy,Italy Govt,Aliaga,BERSAGLIERE
1970.0,Greece,Greece,Anchor Handling Tug Supply,Alpha Force Shipping Co,556,7036137,24-Jan,Med Tugs,0,Italy,Turkey,2024,Togo,Scafi Navigazione SpA,Aliaga,IMIT
1985.0,,Israel,Passenger Ship,Gal Yam Marine Works Ltd,571,8828226,24-Sep,Gal Yam Marine Works Ltd,0,Israel,Turkey,2024,Israel,Gal Yam Marine Works Ltd,Aliaga,VICTORIA
1984.0,,Irish Republic,Patrol Vessel,Ireland Govt Defence,"1,490",8208141,24-Jun,Ireland Govt,"1,915",Irish Republic,Belgium,2024,Irish Republic,Ireland Govt,Ghent,EITHNE
1985.0,,Irish Republic,Patrol Vessel,Ireland Govt Defence,712,8119338,24-Apr,Ireland Govt,0,Irish Republic,Belgium,2024,Irish Republic,Ireland Govt,Ghent,ORLA
1984.0,,Irish Republic,Patrol Vessel,Ireland Govt Defence,763,8119326,24-Jan,Ireland Govt,0,Irish Republic,Belgium,2024,Irish Republic,Ireland Govt,Ghent,CIARA
1975.0,Panama,Iran,"FSO, Oil",National Iranian Oil Company (NOIC),"1,51,766",7379802,24-Apr,National Iranian Oil Company (NOIC),"40,354",Iran,Bangladesh,2024,St Kitts & Nevis,National Iranian Oil Company (NOIC),Chittagong,ISLAND
1993.0,,Indonesia,General Cargo Ship,Meratus Line PT,"3,256",9018244,24-Nov,Meratus Line PT,"1,340",Indonesia,Indonesia,2024,Indonesia,Meratus Line PT,"Unknown Shipbreakers, Indonesi",MERATUS SIBOLGA
