BUILT,PREVIOUS_FLAG,RO_COUNTRY,TYPE,REGISTERED_OWNER,GT,IMO,ARRIVAL,COMMERCIAL_OPERATOR,LDT,BO_COUNTRY,COUNTRY,YEAR,LAST_FLAG,BENEFICIAL_OWNER,PLACE,NAME
1978.0,,Greece,General Cargo With Container Capacity,Artemon NE,1279.0,7717224,19-Jan,Artemon NE,,Greece,Turkey,2015,Greece ,Artemon NE,Aliaga,Chrissoula S.
1985.0,,Malta,Bulk Carrier,Albatross Navigation Company Limited  ,19864.0,8421341,19-Jan,Aroania Maritime SA,,Greece,Bangladesh,2015,Malta ,Aroania Maritime SA,Chittagong,Voyager
1990.0,,Liberia,Fully Cellular Containership,Ares Navigation Incorporated  ,37209.0,8806814,28-Sep,Ares Navigation Incorporated  ,,Liberia,India,2015,Liberia ,Ares Navigation Incorporated  ,Alang,China Star
1984.0,,United Kingdom,Bulk Carrier With Container Capacity,Umang Shipping Services Limited  ,25063.0,8306826,20-Mar,ArcelorMittal Shipping Limited,,United Kingdom,Pakistan,2015,Liberia ,ArcelorMittal Shipping Limited,Gadani,Umang
1995.0,,Liberia,Bulk Carrier,Sea Island Shipping Corporation,38131.0,9104122,16-Apr,Aegean Bulk Company Incorporated  ,,Greece,Pakistan,2015,Greece ,Arcadia Shipmanagement Company Limited,Gadani,Konstantinos A.
1984.0,,Malaysia,Vehicle Carrier,Arca Mega Maritime Sendirian Berhad ,37996.0,8319689,14-Oct,Arca Mega Maritime Sendirian Berhad ,,Malaysia,Bangladesh,2015,Panama,Arca Mega Maritime Sendirian Berhad ,Chittagong,Arca Emerald
1986.0,,Panama,Bulk Carrier,Maria Maritime Services Incorporated ,17313.0,8212087,09-Sep,Arados Shipping Company S.r.l. ,,Romania,Pakistan,2015,Panama,Arados Shipping Company S.r.l. ,Gadani,Princess Maria
1988.0,,Hong Kong,Tanker,AR Shipping (HK) Limited ,44322.0,8614467,09-Jan,AR Shipping (HK) Limited ,,Hong Kong,India,2015,Tanzania,AR Shipping (HK) Limited ,Alang,Silva
1985.0,,Russia,Fishing,AO Nakhodka Active Marine Fishery Base ,2160.0,7404396,04-Apr,AO Nakhodka Active Marine Fishery Base ,,Russia,India,2015,Cambodia,AO Nakhodka Active Marine Fishery Base ,Alang,Antares
1981.0,,Norway,General Cargo With Container Capacity,Atlantic RTI AS,9641.0,7826491,01-Jul,Ancora Maritime Incorporated,,Greece,Turkey,2015,Togo ,Ancora Maritime Incorporated,Aliaga,Dominator
1985.0,,United States of America,Vehicle Carrier,Fidelio Limited Partnership Incorporated,51858.0,8320779,04-Jun,American Roll-On Roll-Off Carrier LLC  ,,United States of America,China,2015,Marshall Islands ,American Roll-On Roll-Off Carrier LLC  ,Jiangyin,Liberty
1998.0,,Germany,Fully Cellular Containership,Alpha Ship GmbH & Company KG ms Zenit ,21199.0,9127813,21-Dec,Alpha Shipmanagement GmbH & Company KG ,,Germany,Bangladesh,2015,Marshall Islands,Alpha Ship GmbH & Company KG ,Chittagong,Zenit
1962.0,,Canada,Bulk Carrier,Algoma Central Corporation,17647.0,5241142,10-Jul,Algoma Central Corporation,,Canada,Turkey,2015,St. Kitts-Nevis ,Algoma Central Corporation,Aliaga,Mont
1983.0,,United States of America,Bulk Carrier,Marbulk Canada Incorporated,44340.0,8105492,28-Apr,Algoma Central Corporation,,Canada,Turkey,2015,Bermuda ,Algoma Central Corporation,Aliaga,Nelvana
1997.0,,Venezuela,Passenger Ro/Ro,Albamar C.A. ,19638.0,9107590,27-Jul,Albamar C.A. ,,Venezuela,Turkey,2015,Venezuela ,Albamar C.A. ,Aliaga,HSS Discovery
1985.0,,Bangladesh,Bulk Carrier,East West Property Development (Private) Limited ,22531.0,8308898,29-Dec,Bashundhara Logistics Limited ,,Bangladesh,Bangladesh,2015,Bangladesh ,Bashundhara Group ,Chittagong,Bashundhara 3
1982.0,,Cyprus,Liquid Petroleum Gas Carrier,KJP Seagas General Limited,4605.0,8129814,09-Jun,Bernhard Schulte Shipmanagement (Cyprus) Company Limited  ,,Germany,India,2015,Cyprus ,Bernhard Schulte Group of Companies,Alang,Seagas General
1996.0,,Bahamas,Bulk Carrier,SG Prosperity Company S.A.  ,108083.0,9115705,20-May,Berge Bulk (Norway) AS  ,,Bermuda,Pakistan,2015,Isle of Man ,Berge Bulk Limited,Gadani,Berge Prosperity
1987.0,,Panama,Bulk Ore Carrier,Berge Vik Company S.A.,159534.0,8314483,13-May,Berge Bulk (Norway) AS ,,Bermuda,Pakistan,2015,Panama ,Berge Bulk Limited,Gadani,Berge Vik
1996.0,,Liberia,Bulk Carrier,Gamma Bulk Incorporated,85706.0,9122095,21-May,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,,Germany,Pakistan,2015,St. Kitts-Nevis ,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,Gadani,2car
1985.0,,Liberia,Gas Carrier,Selva Marine S.A. ,6867.0,8409630,08-Feb,Benelux Overseas Incorporated ,,Greece,India,2015,Panama,Benelux Overseas Incorporated ,Alang,East Med Gas
1988.0,,China,Ferry,Beibu Gulf Tourism Company Limited,425.0,8704949,29-Sep,Beibu Gulf Tourism Company Limited,,China,China,2015,China ,Beibu Gulf Tourism Company Limited,Unknown,Fei Yu
1981.0,,Hong Kong,Bulk Carrier,Natzutec Maritime Limited,17679.0,7925895,17-Aug,Adani Shipping (China) Company Limited,,China,Bangladesh,2015,Hong Kong ,Adani Shipping (China) Company Limited,Chittagong,Natzutec
1987.0,,Turkey,General Cargo With Container Capacity,Mediterranean Logistics Corporation ,1829.0,8616582,07-Dec,Act Denizcilik Tasimaciligi Sanayi ve Ticaret Limited Sirketi ,,Turkey,Turkey,2015,Panama,Act Denizcilik Tasimaciligi Sanayi ve Ticaret Limited Sirketi ,Aliaga,Zeynep Dundar
1985.0,,Thailand,Product Tanker,ACS Marine Company Limited,2970.0,8400268,26-Jan,ACS Marine Company Limited,,Thailand,Bangladesh,2015,Thailand ,ACS Marine Company Limited,Chittagong,ACS 8
1985.0,,Panama,Roll On Roll Off,Inderton Limited S.A.,6318.0,8506579,23-Feb,Acrex Corporation,,Russia,Bangladesh,2015,Cambodia ,Acrex Corporation,Chittagong,Kema
1977.0,,Panama,Vehicle Carrier,Inderton Limited S.A.  ,5927.0,7533393,08-Feb,Acrex Corporation,,Russia,Bangladesh,2015,Cambodia ,Acrex Corporation,Chittagong,Elduga
1982.0,,United Arab Emirates,Bulk Carrier,Abu Qurrah Oil Well Maintenance Establishment,15185.0,8202044,02-Jun,Abu Qurrah Oil Well Maintenance Establishment,,United Arab Emirates,Pakistan,2015,Sudan ,Abu Qurrah Oil Well Maintenance Establishment,Gadani,Tamim
1986.0,,United Kingdom,Fire Fighting Tug/Supply,Maersk Supply Service UK Limited,3949.0,8409381,12-Jan,Maersk Supply Service A/S  ,,Denmark,Turkey,2015,Isle of Man ,A.P. Moller-Maersk Group ,Aliaga,Maersk Mariner
1985.0,,United States of America,Fully Cellular Containership,Maersk Line Limited,57075.0,8212714,27-Mar,Maersk Line Limited  ,,Denmark,Turkey,2015,United States of America,A.P. Moller-Maersk Group,Aliaga,LTC John U.D.Page
1995.0,,Marshall Islands,Bulk Carrier,Melchior Navigation Incorporated  ,38891.0,9100102,18-May,A.M. Nomikos Transworld Maritime Agencies S.A.,,Greece,Bangladesh,2015,Marshall Islands ,A.M. Nomikos Transworld Maritime Agencies S.A.,Chittagong,Melchior
1995.0,,India,Product Tanker,MP Recycling Company Private Limited,20378.0,9073737,06-May,Arya Group ,,India,Pakistan,2015,India ,Arya Group ,Gadani,Dawn Meerut
2000.0,,Panama,Bulk Carrier,Jin Yan Navigation Incorporated ,39042.0,9218167,28-Aug,China Ocean Shipping (Group) Company (COSCO) ,,China,China,2015,Hong Kong ,China Ocean Shipping (Group) Company (COSCO) ,Jiangyin,Tian Bai Feng
1987.0,,China,General Cargo With Container Capacity,COSCO Shipping Company Limited (COSCOL) ,13823.0,8601343,06-Aug,COSCO Shipping Company Limited (COSCOL) ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO) ,Ningde ,Fu Wen Shan
1983.0,,China,Bulk Carrier,Dalian Huachang Shipping Company Limited ,38563.0,8021828,09-Nov,China Ocean Shipping (Group) Company (COSCO) ,,China,Bangladesh,2015,Comoros ,China Ocean Shipping (Group) Company (COSCO) ,Chittagong,Feng
1992.0,,Hong Kong,Bulk Carrier,Allied Way Shipping Limited  ,77096.0,9035797,19-Feb,COSCO Shanghai Ship Management Company Limited (COSHIPMAN)  ,,China,Bangladesh,2015,Hong Kong ,China Ocean Shipping (Group) Company (COSCO),Chittagong,Fuyuan
1979.0,,Liberia,Tug/Supply,Huahai Shipping (Liberia) Incorporated  ,1311.0,7817086,05-Dec,Shenzhen Huawei Offshore Shipping Transport Company Limited  ,,China,China,2015,Liberia ,China Ocean Engineering Services Shanghai Company (Shanghai Salvage Company)  ,Xinhui,Huahai
1981.0,,China,Anchor Handling Tug/Supply,China Oilfield Services Limited (COSL) ,1582.0,8108779,31-Aug,China Oilfield Services Limited (COSL) ,,China,China,2015,China ,China National Offshore Oil Corporation (CNOOC) ,Unknown,Nan Hai 213
1970.0,,Liberia,Floating Production Tanker,CNOOC FPSO Holding Limited ,93370.0,7008855,05-Dec,China National Offshore Oil Corporation (CNOOC) ,,China,Bangladesh,2015,Liberia,China National Offshore Oil Corporation (CNOOC) ,Chittagong,Nanhai Kai Tuo
1995.0,,Panama,Fully Cellular Containership,Kashima Naviera S.A. ,53103.0,9061112,16-Nov,Chiba Shipping Company Limited ,,Japan,Bangladesh,2015,St. Kitts-Nevis,Chiba Shipping Company Limited ,Chittagong,Resolve
1984.0,,Hong Kong,Bulk Carrier,Sea Adelaide Shipping Company Limited,15715.0,8317150,28-Aug,CHI Ocean International Shipping Company Limited,,Hong Kong,India,2015,Palau ,CHI Ocean International Shipping Company Limited,Alang,Sea Adelaide
1994.0,,United States of America,Crude Oil Tanker,Chevron Transport Corporation Limited  ,88886.0,9051612,11-Nov,Chevron Transport Corporation Limited  ,,United States of America,China,2015,Bahamas ,Chevron Corporation,Zhoushan,Sirius Voyager
1969.0,,Ukraine,General Cargo With Container Capacity,Charlesfort Oceanways S.A.,1217.0,7002461,05-Jan,Charlesfort Oceanways S.A.,,Ukraine,Turkey,2015,Togo ,Charlesfort Oceanways S.A.,Aliaga,Winterfell
1995.0,,South Korea,Bulk Carrier,Chang Myung Shipping Company Limited ,77274.0,9108623,25-Nov,Chang Myung Shipping Company Limited ,,South Korea,Bangladesh,2015,South Korea,Chang Myung Shipping Company Limited ,Chittagong,C. Summit
1994.0,,Hong Kong,Bulk Carrier,Lingjiang International Shipping Limited ,80044.0,9046344,29-Sep,Chang An Ship Management Limited ,,China,Pakistan,2015,Panama,Chang An Ship Holdings Corporation ,Gadani,Dunfeng Manila
1990.0,,Marshall Islands,Bulk Carrier,Arctic Ocean Shipping S.A. ,24606.0,8902450,28-Dec,Ceren Denizcilik Sanayi Limited Sirketi ,,Turkey,India,2015,Panama,Ceren Denizcilik Sanayi Limited Sirketi ,Alang,Arctic Ocean
1981.0,,Bahamas,Passenger Ro/Ro,Celebration Cruise Holding Incorporated ,35855.0,7904891,29-Oct,Celebration World Cruises Incorporated ,,United States of America,India,2015,St. Kitts-Nevis,Celebration World Cruises Incorporated ,Alang,Celebration
1980.0,,India,Tug/Supply,Can Offshore Private Limited,721.0,7909308,15-Jul,Can Offshore Private Limited,,India,India,2015,India ,Can Offshore Private Limited,Mumbai,Ocean Ruby
1995.0,,Hong Kong,Bulk Carrier,South Lotus Shipping Limited S.A.,77255.0,9102215,12-Feb,COSCO (HK) Shipping Company Limited  ,,China,China,2015,Hong Kong ,China Ocean Shipping (Group) Company (COSCO)  ,Xinhui,C H S Bright
1994.0,,China,General Cargo With Container Capacity,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,16801.0,9063251,19-Jan,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Fu An Cheng
1995.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,38603.0,9056923,16-Jan,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Fen Jin Hai
1995.0,,China,Bulk Carrier,Tianjin Tianhui Shipping Enterprises Company Limited  ,38712.0,9055979,17-Mar,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Deng Zhou Hai
1994.0,,China,Fully Cellular Containership,COSCO Container Lines Limited (COSCON)  ,49375.0,9043641,12-Jan,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Shan He
1992.0,,China,General Cargo With Container Capacity,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,16703.0,9015008,09-Mar,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Xinhui,Tai An Cheng
1992.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,35842.0,8919609,27-Aug,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Zhoushan,Li Shan Hai
1991.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,27598.0,8919568,16-Feb,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Tai Shun Hai
1990.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited,36080.0,8916736,22-Sep,COSCO Bulk Carrier Company Limited,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Dalian,Huan Le Hai
1987.0,,China,Bulk Carrier,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,36987.0,8512877,12-Jan,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Peng Nian
1986.0,,China,Bulk Carrier,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,35247.0,8510037,22-Mar,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Xinhui,Yi Jia
1985.0,,China,Bulk Carrier,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,26951.0,8408533,30-Jan,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Peng Cai
1985.0,,China,General Cargo With Container Capacity,COSCO Shipping Company Limited (COSCOL)  ,13482.0,8400505,04-Jun,COSCO Shipping Company Limited (COSCOL)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Zhoushan,Fu Yu Shan
1985.0,,China,Bulk Carrier,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,24950.0,8319500,06-Jan,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Peng Jie
1985.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,27766.0,8316510,26-Mar,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Shiqiao,Shou Ning Hai
2000.0,,Panama,Bulk Carrier,Jin Que Nav. Incorporated ,38767.0,9203485,31-Dec,China Ocean Shipping (Group) Company (COSCO) ,,China,China,2015,Hong Kong ,China Ocean Shipping (Group) Company (COSCO) ,Zhangjiagang,Tian Zhu Feng
1993.0,,China,Fully Cellular Containership,COSCO Container Lines Limited (COSCON)  ,22746.0,9043005,30-Apr,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Unknown,Xiu He
1992.0,,China,General Cargo With Container Capacity,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,16703.0,8919532,24-Mar,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Ningde ,Yong An Cheng
1990.0,,China,Bulk Carrier,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,23307.0,8912596,30-Mar,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Peng Xin
1990.0,,China,General Cargo With Container Capacity,COSCO Shipping Company Limited (COSCOL)  ,13823.0,8601379,31-Mar,COSCO Shipping Company Limited (COSCOL)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Unknown,Fu Xin Shan
1998.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,16677.0,9160279,26-Oct,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Zhoushan,Nan Chang Hai
1998.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,39361.0,9160255,13-Jan,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Huang Shan Hai
1997.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,39361.0,9160243,22-Jan,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Song Shan Hai
1997.0,,Panama,Bulk Carrier,Dongchanghai Shipping Incorporated  ,18074.0,9158381,11-Mar,COSCO Bulk Carrier Company Limited  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Dong Chang Hai
1997.0,,Panama,General Cargo With Container Capacity,Yangjianghe Maritime Incorporated  ,12122.0,9146704,19-Jan,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Yang Jiang He
1996.0,,Panama,General Cargo With Container Capacity,Chaoshanhe Maritime Incorporated,12122.0,9146699,28-Dec,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Zhangjiagang ,Chao Shan He
1996.0,,Panama,Fully Cellular Containership,Zhaoqinghe Maritime Incorporated,12122.0,9146687,11-Jan,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Zhao Qing He
1996.0,,Panama,Bulk Carrier With Container Capacity,Xinhuihe Maritime Incorporated  ,12122.0,9141182,12-Jan,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Xin Hui He
1997.0,,Panama,Bulk Carrier,Tianshenghai Maritime Incorporated  ,85676.0,9137600,23-Mar,Qingdao Ocean Shipping Company Limited (COSCO Qingdao)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Tian Sheng Hai
1997.0,,Panama,Fully Cellular Containership,Hutuohe Shipping Incorporated,9471.0,9122643,25-Dec,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Hutuohe
1996.0,,Panama,Fully Cellular Containership,Yongdinghe Shipping Incorporated,9471.0,9122631,31-Jan,Shanghai Ocean Shipping Company Limited (COSCO Shanghai)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Zhangjiagang ,Yongdinghe
1996.0,,Panama,Fully Cellular Containership,Daqinghe Shipping Incorporated  ,9475.0,9122617,22-Mar,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Zhangjiagang ,Da Qing He
1985.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,12827.0,8407682,26-Apr,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Shanghai,Zhen Fen 10
1985.0,,China,Bulk Carrier With Container Capacity,Shanghai Time Shipping Company Limited  ,19510.0,8307636,30-Jun,Shanghai Time Shipping Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Taizhou ,Hai Neng
1985.0,,China,Bulk Carrier,Shanghai Time Shipping Company Limited  ,24942.0,8307375,16-Nov,Shanghai Time Shipping Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Ningde ,Yin Hua
1984.0,,China,Bulk Carrier,China Shipping Haisheng Company Limited  ,34572.0,8110289,21-Jan,China Shipping Haisheng Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Xinhui,Bai Hua Shan
1996.0,,China,Fully Cellular Containership,China Shipping Container Lines Company Limited ,7065.0,9108908,26-Aug,China Shipping Container Lines Company Limited ,,China,China,2015,China ,China Shipping (Group) Company ,Zhangjiagang,Lin Yuan
1990.0,,China,Bulk Carrier,China Shipping Development Company Limited  ,26835.0,8508187,06-May,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company,Zhoushan,Da Bie Shan
1991.0,,China,Bulk Carrier,Zhuhai Qinfa Shipping Company Limited ,40025.0,8916334,03-Nov,Hong Kong Qinfa Shipping Limited ,,China,China,2015,China ,China Qinfa Group Limited ,Unknown,Qinfa 8
2000.0,,China,Product Tanker,Dalian Ocean Shipping Company (COSCO Dalian)  ,38381.0,9214654,31-Mar,Dalian Ocean Shipping Company (COSCO Dalian)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Unknown,Ji Li Hu
1997.0,,Hong Kong,Bulk Carrier,Yichanghai Shipping Incorporated  ,18074.0,9158393,28-Mar,COSCO (Cayman) Fortune Holding Company Limited  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Yi Chang Hai
1991.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,27598.0,8919556,04-Mar,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Unknown,Tai Hua Hai
1990.0,,China,Fully Cellular Containership,Shanghai Panasia Shipping Company Limited  ,37143.0,8818740,25-Sep,Shanghai Panasia Shipping Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Zhoushan,Gao He
1998.0,,China,Bulk Carrier,COSCO Bulk Carrier Company Limited  ,79480.0,9158800,03-Apr,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Xinhui,Tian Fu Hai
1995.0,,Hong Kong,Bulk Carrier,Qinhai Shipping Incorporated  ,26063.0,9110274,05-Jun,COSCO Bulk Carrier Company Limited  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Qin Hai
1996.0,,Panama,Bulk Carrier,Minghai Shipping Incorporated  ,26063.0,9109914,15-Apr,COSCO (Cayman) Fortune Holding Company Limited  ,,China,China,2015,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Ming Hai
1995.0,,China,Bulk Carrier,Tianjin Tianhui Shipping Enterprises Company Limited  ,38712.0,9056911,09-May,COSCO Bulk Carrier Company Limited  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Zhangjiagang,De Zhou Hai
1993.0,,China,Fully Cellular Containership,COSCO Container Lines Limited (COSCON)  ,22746.0,9043017,10-Apr,COSCO Container Lines Limited (COSCON)  ,,China,China,2015,China ,China Ocean Shipping (Group) Company (COSCO)  ,Jiangyin,Ya He
1997.0,,China,Bulk Carrier,China Shipping Bulk Carrier Company Limited  ,27235.0,9110509,01-Apr,China Shipping Bulk Carrier Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhangjiagang,Fei Feng Shan
1995.0,,Panama,Bulk Carrier,Purple Gold Mountain Shipping S.A.  ,26737.0,9109706,21-Apr,China Shipping (Hong Kong) Marine Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,,Xin Yong An 1
1989.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26835.0,8831352,17-Apr,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Xinhui,Da Ming Shan
1990.0,,China,Bulk Carrier,Guangzhou Maritime Transport (Group) Company  ,26835.0,8601252,20-Apr,Guangzhou Maritime Transport (Group) Company  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Dong Ping Shan
1989.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26835.0,8508175,24-Mar,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Hua Rong Shan
1987.0,,China,Bulk Carrier,China Shipping Development Company Limited  ,24389.0,8301929,24-Mar,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhoushan,An Ping 6
1986.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,24389.0,8301917,24-Mar,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,An Ping 5
1996.0,,Hong Kong,Bulk Carrier,Li Chuan Shipping S.A.,27235.0,9110494,24-Jan,China Shipping Development Company Limited  ,,China,China,2015,Hong Kong ,China Shipping (Group) Company  ,Jiangyin,Peach Mountain
1993.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26448.0,9021526,02-Feb,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhangjiagang ,Ning An 6
1994.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26448.0,9021514,24-Jan,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhangjiagang ,Ning An 5
1996.0,,China,Bulk Carrier,Guangzhou Maritime Transport (Group) Company  ,26392.0,8889244,20-Jan,Guangzhou Maritime Transport (Group) Company  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Ning An 10
1993.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26392.0,8879342,26-Sep,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhoushan,Ning An 2
1986.0,,China,Bulk Carrier,China Shipping International Intermodal Company Limited  ,12863.0,8601317,13-Apr,China Shipping International Intermodal Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Wenzhou ,Mo Xing Ling
1989.0,,China,Bulk Carrier,China Shipping Bulk Carrier Company Limited  ,26835.0,8601197,23-Mar,China Shipping Bulk Carrier Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Wan Shou Shan
1986.0,,China,Bulk Carrier,Shanghai Time Shipping Company Limited  ,20550.0,8500161,20-Jun,Shanghai Time Shipping Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Bei Ji Xing
1985.0,,China,Bulk Carrier,Zhuhai New Century Shipping Company Limited  ,36584.0,8500159,24-Oct,China Shipping (Group) Company  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Guang Hua
1993.0,,China,Bulk Carrier,Chinese breakers,90820.0,9040508,08-Jun,Chinese breakers,,China,Bangladesh,2015,Comoros ,Chinese breakers,Chittagong,Prosper
1995.0,,China,Product Tanker,China Shipping Tanker Company Limited ,7894.0,9085962,28-Jul,China Shipping Tanker Company Limited ,,China,China,2015,China ,China Shipping (Group) Company  ,Ningde ,Jian She 52
